region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado,region.1
cusco,2435955,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO,  PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL RADIO URBANO LAYO DEL DISTRITO DE LAYO - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL
                                
                                
                                    PORCENTAJE DE VOLUMEN DE AGUAS RESIDUALES NO TRATADAS
                                
                                
                                    M3
                                
                                
                                    DISTRITAL
                                
                                
                                    100",OPMI DE LA MUNICIPALIDAD DISTRITAL DE LAYO,UF DE LA MUNICIPALIDAD DISTRITAL DE LAYO (UFMUNILAYO - YHONNY RAPHAEL BERNA QUISPE),"UEI DE LA MUNICIPALIDAD DISTRITAL DE LAYO - (UEIMDLYO009 - LUIS FRANK MARTINEZ CHOQUET)
                                -  ( - )",300720 - MUNICIPALIDAD DISTRITAL DE LAYO,-14.4931554899999360 / -71.15522255999997,CUSCO,CANAS,LAYO,LAYO,cusco
cusco,2436923,"REPARACIÓN DE SETS DE VEHÍCULOS Y KITS DE CONVERSIÓN DE MAQUINARIA DE CONSTRUCCIÓN; EN EL(LA) SERVICIO DE MAQUINARIA Y MAESTRANZA EN LA LOCALIDAD KIMBIRI, DISTRITO DE KIMBIRI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","PLANEAMIENTO, GESTIÓN Y RESERVA DE CONTINGENCIA",GESTIÓN,INFRAESTRUCTURA Y EQUIPAMIENTO,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (OPMIMDKBI - HUGO VALLADOLID GONZALES)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI (UFMDK19BI - MAURICIO ZAMORA HUAMAN)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (UEIGIMDK - WILFREDO LUQUE MENDOZA)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE QUIMBIRI
                    
                    
                            300754 - MUNICIPALIDAD DISTRITAL DE QUIMBIRI",VEHICULOS,VEHICULOS,,,REHABILITACIÓN,REPARACION,VEHICULOS,SETS DE VEHÍCULOS,"229,409.53",cusco
cusco,2436970,"REMODELACIÓN DE RELLENO SANITARIO PARA RESIDUOS GENÉRICOS NO PELIGROSOS; EN EL(LA) GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS - DIVISIÓN DE SERVICIOS PÚBLICOS EN LA LOCALIDAD QUELLOUNO, DISTRITO DE QUELLOUNO, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",AMBIENTE,GESTIÓN INTEGRAL DE LA CALIDAD AMBIENTAL,GESTIÓN DE LOS RESIDUOS SÓLIDOS,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO - (OPMIMDQLL - HENRY CESAR SALAS GARCIA)
                    
                
                
                    
                        UF
                    
                    
                        UNIDAD FORMULADORA DE PROYECTOS
                    
                    
                            UNIDAD DE FORMULACIÓN Y EVALUACIÓN DE PROYECTOS DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO (LCVUFEPQ - LETICIA CONDORI VEGA)
                    
                
                
                    
                        UEI
                    
                    
                        GERENCIA DE DESARROLLO SOCIAL Y DE SERVICIOS DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO
                    
                    
                            GERENCIA DE DESARROLLO SOCIAL Y DE SERVICIOS DE LA  MUNICIPALIDAD DISTRITAL DE QUELLOUNO - (MDQGDSHPG1 - HUILBERTO PARIGUANA GARCIA)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE QUELLOUNO
                    
                    
                            300753 - MUNICIPALIDAD DISTRITAL DE QUELLOUNO",INFRAESTRUCTURA,,,,OPTIMIZACIÓN,REMODELACION,INFRAESTRUCTURA,RELLENO SANITARIO PARA RESIDUOS GENÉRICOS NO PELIGROSOS,"426,815.59",cusco
cusco,2437219,MEJORAMIENTO Y REHABILITACION DEL CAMINO VECINAL YAHUARMAYO - TIRANI - YORENCCA DEL  DISTRITO DE QUIÑOTA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,TRANSPORTE,TRANSPORTE TERRESTRE,VÍAS VECINALES,TRANSPORTES Y COMUNICACIONES,"SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA
                                
                                
                                    PORCENTAJE DE LA RED VIAL VECINAL NO PAVIMENTADA CON INADECUADOS NIVELES DE SERVICIO
                                
                                
                                    KM
                                
                                
                                    DISTRITAL
                                
                                
                                    55.39",OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA,UF DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA (UFMDQOT - EDGAR ROQUE SUCASACA),UEI DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA - (UEIMDQTGIDU - FERNANDO PAUCARMAITA SAIRE),300738 - MUNICIPALIDAD DISTRITAL DE QUIÑOTA,-14.31106570 / -72.136160,CUSCO,CHUMBIVILCAS,QUIÑOTA,,cusco
cusco,2437237,"RENOVACIÓN DE KITS DE REACONDICIONAMIENTO; EN EL(LA) DIVISIÓN DE MANTENIMIENTO DE OBRAS PÚBLICAS Y EQUIPO MECÁNICO  DISTRITO DE QUELLOUNO, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","PLANEAMIENTO, GESTIÓN Y RESERVA DE CONTINGENCIA",GESTIÓN,INFRAESTRUCTURA Y EQUIPAMIENTO,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO - (OPMIMDQLL - HENRY CESAR SALAS GARCIA)
                    
                
                
                    
                        UF
                    
                    
                        UNIDAD DE FORMULACIÓN Y EVALUACIÓN DE PROYECTOS DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO
                    
                    
                            UNIDAD FORMULADORA DE PROYECTOS DE INVERSIÓN DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO (LCVUFPIMDQ - LETICIA CONDORI VEGA)
                    
                
                
                    
                        UEI
                    
                    
                        GERENCIA DE INFRAESTRUCTURA Y DESARROLLO TERRITORIAL DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO
                    
                    
                            GERENCIA DE INFRAESTRUCTURA DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO - (UEIMDQLL006 - EDWIN GUILLERMO FIASCUNARI PANTIGOZO)
                                    - GERENCIA DE INFRAESTRUCTURA Y DESARROLLO TERRITORIAL DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO (GIDTJLMC - JOSE LUIS MONTERROSO CORNEJO)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE QUELLOUNO
                    
                    
                            300753 - MUNICIPALIDAD DISTRITAL DE QUELLOUNO",EQUIPAMIENTO,,,,REHABILITACIÓN,RENOVACION,EQUIPAMIENTO,KITS DE REACONDICIONAMIENTO,"968,093.20",cusco
cusco,2437243,"CONSTRUCCIÓN DE AULA; EN EL(LA) IE SANTA LUCIA - POMACANCHI EN LA LOCALIDAD SANTA LUCIA, DISTRITO DE POMACANCHI, PROVINCIA ACOMAYO, DEPARTAMENTO CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN SECUNDARIA,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI - (OPMIMDPMC - EMERSON VILLAFUERTE FARFAN)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI (UFMDPMC19 - JIMMY MENDOZA ÑAUPA)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI - (UEIMDPMC002 - JORGE MAYTA QUISPE)
                                    - UEI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI (UEIMDPMCGTDU - LUCHO SALCEDO CACERES)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                            300696 - MUNICIPALIDAD DISTRITAL DE POMACANCHI",INFRAESTRUCTURA,,,,OPTIMIZACIÓN,CONSTRUCCION,INFRAESTRUCTURA,AULA,"62,838.77",cusco
cusco,2437721,"ADQUISICIÓN DE CIRCUITO INTEGRADO DE SISTEMA DE POSICIONAMIENTO GEOGRÁFICO GPS; EN EL(LA) DIRECCION DESCONCENTRADA DE CULTURA CUSCO PARQUE ARQUEOLOGICO NACIONAL DE SAQSAYWAMAN EN LA LOCALIDAD FORTALEZA SACSAYHUAMAN, DISTRITO DE CUSCO, PROVINCIA CUSCO, DEPARTAMENTO CUSCO",CULTURA Y DEPORTE,CULTURA,PATRIMONIO HISTÓRICO Y CULTURAL,--,"OPMI
                    
                    
                        OPMI DEL MINISTERIO DE CULTURA
                    
                    
                        OPMI DEL MINISTERIO DE CULTURA - (OPMICULTURA - MARY YSABEL TAM MALDONADO)
                    
                
                
                    
                        UF
                    
                    
                        SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL-DDC CUSCO
                    
                    
                            SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL-DDC CUSCO (CULT002 - NATHALY LAZO VERA)
                    
                
                
                    
                        UEI
                    
                    
                        SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL
                    
                    
                            SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL - (CULTUEI0002 - FREDY DOMINGO ESCOBAR ZAMALLOA)
                    
                
                
                    
                        UEP
                    
                    
                            MC - CUSCO
                    
                    
                            1365 - MC - CUSCO",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,CIRCUITO INTEGRADO DE SISTEMA DE POSICIONAMIENTO GEOGRÁFICO GPS,"270,000.00",cusco
cusco,2437772,"ADQUISICIÓN DE SILLAS PARA EXAMEN DENTAL O PARTES RELACIONADAS O ACCESORIOS, EQUIPO ECOGRAFO - ULTRASONIDO, MONITOR FETAL Y ANALIZADOR BIOQUÍMICO; EN EL(LA) EESS SANTA TERESA - SANTA TERESA EN LA LOCALIDAD SANTA TERESA, DISTRITO DE SANTA TERESA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,SILLAS PARA EXAMEN DENTAL O PARTES RELACIONADAS O ACCESORIOS,"27,000.00",cusco
cusco,2437774,"ADQUISICIÓN DE SILLAS PARA EXAMEN DENTAL O PARTES RELACIONADAS O ACCESORIOS, ANALIZADOR BIOQUÍMICO Y EQUIPO DE RAYOS X DENTAL; EN EL(LA) EESS KIRIGUETI - ECHARATE  DISTRITO DE ECHARATE, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,SILLAS PARA EXAMEN DENTAL O PARTES RELACIONADAS O ACCESORIOS,"27,000.00",cusco
cusco,2437775,"ADQUISICIÓN DE INCUBADORA ESTANDAR DE TRANSPORTE Y SILLAS PARA EXAMEN DENTAL O PARTES RELACIONADAS O ACCESORIOS; EN EL(LA) EESS HUYRO - HUAYOPATA EN LA LOCALIDAD HUAYNAPATA, DISTRITO DE HUAYOPATA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,EQUIPAMIENTO,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,INCUBADORA DE TRANSPORTE,"45,000.00",cusco
cusco,2437780,"ADQUISICIÓN DE ECÓGRAFO DOPPLER; EN EL(LA) EESS INCAHUASI - VILCABAMBA EN LA LOCALIDAD INCAHUASI, DISTRITO DE INKAWASI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,ECÓGRAFO DOPPLER,"80,000.00",cusco
cusco,2437783,"ADQUISICIÓN DE CENTRÍFUGAS; EN EL(LA) EESS IVOCHOTE - ECHARATE EN LA LOCALIDAD IVOCHOTE, DISTRITO DE ECHARATE, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,CENTRÍFUGAS,"13,000.00",cusco
cusco,2437785,"ADQUISICIÓN DE CONGELADORES HORIZONTALES; EN EL(LA) EESS KITENI - ECHARATE EN LA LOCALIDAD KITENI, DISTRITO DE ECHARATE, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,CONGELADORES HORIZONTALES,"20,000.00",cusco
cusco,2437787,"ADQUISICIÓN DE CENTRÍFUGAS; EN EL(LA) EESS KORIBENI - ECHARATE EN LA LOCALIDAD KORIBENI, DISTRITO DE ECHARATE, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,CENTRÍFUGAS,"13,000.00",cusco
cusco,2437788,"ADQUISICIÓN DE SILLAS PARA EXAMEN DENTAL O PARTES RELACIONADAS O ACCESORIOS; EN EL(LA) EESS PUCYURA - VILCABAMBA EN LA LOCALIDAD PUCYURA, DISTRITO DE VILCABAMBA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,SILLAS PARA EXAMEN DENTAL O PARTES RELACIONADAS O ACCESORIOS,"27,000.00",cusco
cusco,2437790,"ADQUISICIÓN DE EQUIPO DE RAYOS X DENTAL; EN EL(LA) EESS KAMISEA - ECHARATE EN LA LOCALIDAD CAMISEA, DISTRITO DE MEGANTONI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,EQUIPO DE RAYOS X DENTAL,"18,000.00",cusco
cusco,2437791,"ADQUISICIÓN DE MONITOR FETAL; EN EL(LA) EESS SANTA ANA - SANTA ANA EN LA LOCALIDAD PAVAYOC BAJO, DISTRITO DE SANTA ANA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD LA CONVENCION CUSCO
                    
                    
                            1170 - REGION CUSCO - SALUD LA CONVENCION CUSCO",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,MONITOR FETAL,"12,650.00",cusco
cusco,2437793,"ADQUISICIÓN DE INCUBADORA PARA BEBES, EQUIPO DE CIRUGIA LAPAROSCOPICA, COAGULOMETRO Y CALENTADORES DE FLUIDO DE INFUSIÓN ARTERIAL O INTRAVENOSA; EN EL(LA) EESS SAN JUAN DE KIMBIRI-VRAEM - KIMBIRI EN LA LOCALIDAD KIMBIRI, DISTRITO DE KIMBIRI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            GOB.REG.  CUSCO - RED DE SERVICIOS DE SALUD KIMBIRI PICHARI
                    
                    
                            1347 - GOB.REG.  CUSCO - RED DE SERVICIOS DE SALUD KIMBIRI PICHARI",EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,INCUBADORA NEONATAL,"39,000.00",cusco
cusco,2437794,"REPARACIÓN DE ACCESO VIAL; EN EL(LA) VIA VECINAL LOBO  A SAN LUIS, CENTRO POBLADO DE LOBO TAHUANTINSUYO DISTRITO DE KIMBIRI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (OPMIMDKBI - HUGO VALLADOLID GONZALES)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI (UFMDKBI19 - PERCY SULCA CARRASCO)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (UEIMDKGI - ANTONIO LADISLAO PINEDO ORTIZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE QUIMBIRI
                    
                    
                            300754 - MUNICIPALIDAD DISTRITAL DE QUIMBIRI",INFRAESTRUCTURA,,,,REHABILITACIÓN,REPARACION,INFRAESTRUCTURA,VIAS DE ACCESO,"397,578.43",cusco
