region,cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
piura,2470195,"REMODELACION DE AMBIENTE DE ADMINISTRACION Y/O GESTION PEDAGOGICA; EN EL(LA) IE ALMIRANTE MIGUEL GRAU - DISTRITO DE MORROPON, PROVINCIA MORROPON, DEPARTAMENTO PIURA","S/. 1,246,519.04","S/. 1,115,665.35",28/01/2020 10:21:16 p.m.
piura,2470335,"CONSTRUCCION DE COBERTURA; EN EL(LA) IE 20429 LUIS ANTONIO PAREDES MACEDA EN LA LOCALIDAD QUEBRADA DE LAS DAMAS, DISTRITO DE MORROPON, PROVINCIA MORROPON, DEPARTAMENTO PIURA","S/. 274,500.00","S/. 290,720.50",29/09/2021 10:35:43 a.m.
piura,2470349,"CONSTRUCCION DE SISTEMA DE RIEGO; RENOVACION DE CAMPO DEPORTIVO; EN EL(LA) EL COLOSO DE LA FRONTERA EN LA LOCALIDAD LANCONES, DISTRITO DE LANCONES, PROVINCIA SULLANA, DEPARTAMENTO PIURA","S/. 792,137.21","S/. 955,844.07",28/09/2021 10:41:27 p.m.
piura,2470578,"CONSTRUCCION DE SISTEMA DE INFORMACION; EN EL(LA) MEJORAMIENTO DEL SERVICIO DE ATENCIÓN AL CLIENTE DE LA MUNICIPALIDAD DISTRITAL DE TAMBOGRANDE DEL DISTRITO DE TAMBOGRANDE- PIURA-PIURA” EN LA LOCALIDAD TAMBO GRANDE, DISTRITO DE TAMBO GRANDE, PROVINCIA PIURA, DEPARTAMENTO PIURA","S/. 157,584.93","S/. 280,372.98",28/09/2020 12:03:18 p.m.
piura,2470684,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE RESPUESTA DEL LOCAL COMPAÑÍA DE BOMBEROS MORROPON N° 151  DISTRITO DE MORROPON - PROVINCIA DE MORROPON - DEPARTAMENTO DE PIURA,"S/. 2,951,072.62","S/. 3,054,628.36",19/02/2020 02:33:33 p.m.
piura,2470908,"REMODELACION DE AUDITORIO; EN EL(LA) IE MANUEL VEGAS CASTILLO - SUYO EN LA LOCALIDAD DE CHIRINOS, DISTRITO DE SUYO, PROVINCIA AYABACA, DEPARTAMENTO PIURA","S/. 22,714.99","S/. 22,382.31",30/12/2020 10:26:42 a.m.
piura,2470970,"REPARACION DE CAMPO DEPORTIVO; EN EL(LA) CANCHA DE FÚTBOL DE LA LIGA DISTRITAL DE FÚTBOL DE LA CIUDAD DE SUYO,  DISTRITO DE SUYO, PROVINCIA AYABACA, DEPARTAMENTO PIURA","S/. 140,969.35","S/. 140,970.00",30/12/2020 01:07:05 p.m.
piura,2470972,"CONSTRUCCION DE SUMINISTRO DE ENERGIA ELECTRICA; EN EL(LA) LOS CASERIOS DE MALA VIDA, CHUTUQUE, ALGARROBERA, VALVERDE Y JARDINES,  DISTRITO DE CRISTO NOS VALGA, PROVINCIA SECHURA, DEPARTAMENTO PIURA","S/. 66,723.22",S/. 0.00,
piura,2470993,"RENOVACION DE AMBIENTE PARA COCINA; CONSTRUCCION DE TECHOS DUROS DESMONTABLES; EN EL(LA) IE 330 - PAIMAS EN LA LOCALIDAD HIGUERON, DISTRITO DE PAIMAS, PROVINCIA AYABACA, DEPARTAMENTO PIURA","S/. 47,250.40","S/. 44,373.33",26/08/2020 05:41:08 p.m.
piura,2471038,"RENOVACION DE ESCALERAS DE CONCRETO; EN EL(LA) SECTOR EL ALTILLO EN LA LOCALIDAD HUANCABAMBA, DISTRITO DE HUANCABAMBA, PROVINCIA HUANCABAMBA, DEPARTAMENTO PIURA","S/. 39,150.85","S/. 46,391.85",03/11/2021 04:14:39 p.m.
piura,2471682,"CONSTRUCCION DE LOSA DEPORTIVA; EN EL(LA) PLATAFORMA MULTIUSOS EN LA LOCALIDAD TALANQUERA, DISTRITO DE MORROPON, PROVINCIA MORROPON, DEPARTAMENTO PIURA","S/. 581,373.82","S/. 690,082.66",29/09/2021 04:07:10 p.m.
piura,2471994,"REPARACION DE VIAS DE ACCESO; EN EL(LA) DE LAS PRINCIPALES CALLES EN LOS CASERÍOS DE LA PANAMERICANA -  DISTRITO DE EL TALLAN, PROVINCIA PIURA, DEPARTAMENTO PIURA","S/. 92,233.80","S/. 92,233.80",07/09/2020 07:05:15 a.m.
piura,2472443,"CONSTRUCCION DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA RURAL; EN EL(LA) SUBSISTEMA DE DISTRIBUCION SECUNDARIA EN 440/220 V 1Ø, ALUMBRADO PUBLICO Y CONEXIONES DOMICILIARIAS EN LA LOCALIDAD LA UNION, DISTRITO DE MORROPON, PROVINCIA MORROPON, DEPARTAMENTO PIURA","S/. 38,665.02",S/. 0.00,
piura,2472488,"CONSTRUCCION DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA RURAL; EN EL(LA) SUBSISTEMA DE DISTRIBUCION SECUNDARIA EN 440/220 V 1Ø, ALUMBRADO PUBLICO Y CONEXIONES DOMICILIARIAS EN LA LOCALIDAD CHISCA BLANCA, DISTRITO DE MORROPON, PROVINCIA MORROPON, DEPARTAMENTO PIURA","S/. 39,725.84",S/. 0.00,
piura,2472502,"CONSTRUCCION DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA MUNICIPAL; EN EL(LA) SUBSISTEMA DE DISTRIBUCION SECUNDARIA EN 440/220 V 1Ø, ALUMBRADO PUBLICO Y CONEXIONES DOMICILIARIAS DEL AA.HH. SANTA ROSA  DISTRITO DE MORROPON, PROVINCIA MORROPON, DEPARTAMENTO PIURA","S/. 38,904.38",S/. 0.00,
piura,2472595,MEJORAMIENTO DE LOS SERVICIOS DE SEGURIDAD CIUDADANA EN LA LOCALIDAD DE SAPILLICA DEL DISTRITO DE SAPILLICA - PROVINCIA DE AYABACA - DEPARTAMENTO DE PIURA,"S/. 549,087.30","S/. 160,514.85",16/02/2022 08:05:12 p.m.
piura,2472922,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL AA.HH SEÑOR DE LOS MILAGROS  - CONO NORTE DEL DISTRITO DE PARIÑAS - PROVINCIA DE TALARA - DEPARTAMENTO DE PIURA,"S/. 1,086,829.06","S/. 657,071.49",30/12/2020 01:07:59 p.m.
piura,2473124,"RENOVACION DE BOMBAS SUMERGIBLES; EN EL(LA) CAPTACION DE AGUA POTABLE DE LA JASS DE BALSAS, ENCUENTRO DEL QUIROZ Y PEDRO DOMINGUEZ DISTRITO DE SUYO, PROVINCIA AYABACA, DEPARTAMENTO PIURA","S/. 32,925.79","S/. 32,925.79",29/12/2020 12:32:04 p.m.
piura,2473207,"CONSTRUCCION DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA RURAL; EN EL(LA) SUBSISTEMA DE DISTRIBUCION SECUNDARIA EN 440/220 V 1Ø, ALUMBRADO PUBLICO Y CONEXIONES DOMICILIARIAS EN LA LOCALIDAD DE NUEVA HUAQUILLA  DISTRITO DE MORROPON, PROVINCIA MORROPON, DEPARTAMENTO PIURA","S/. 37,491.15",S/. 0.00,
piura,2473578,"RENOVACION DE PARQUE; EN EL(LA) PARQUE RECREATIVO INFANTIL SUYO  DISTRITO DE SUYO, PROVINCIA AYABACA, DEPARTAMENTO PIURA","S/. 235,069.81","S/. 263,022.98",06/03/2020 10:40:17 a.m.
piura,2474431,"CONSTRUCCION DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA RURAL; EN EL(LA) AMPLIACIÓN DEL SUBSISTEMA DE DISTRIBUCIÓN SECUNDARIA RURAL EN 440/220V, ALUMBRADO PUBLICO Y CONEXIONES DOMICILIARIAS PARA LA ATENCIÓN DE 20 PREDIOS EN LA LOCALIDAD PUENTE QUIROZ, DISTRITO DE SUYO, PROVINCIA AYABACA, DEPARTAMENTO PIURA","S/. 116,047.20","S/. 116,047.20",23/12/2019 12:51:00 p.m.
piura,2474496,"ADQUISICION DE TERRENO; EN EL(LA) IE 20230 - EL CARMEN DE LA FRONTERA EN LA LOCALIDAD BA?æOS DEL INCA, DISTRITO DE EL CARMEN DE LA FRONTERA, PROVINCIA HUANCABAMBA, DEPARTAMENTO PIURA","S/. 8,000.00","S/. 8,000.00",19/05/2020 03:41:34 p.m.
madredios,2029614,INFRAESTRUCTURA Y EQUIPAMIENTO DE PLANTA PILOTO DE FRUTAS,"S/. 954,311.00","S/. 2,688,559.88",
madredios,2031598,MEJORAMIENTO DE LA INSTITUCION EDUCATIVA ESPECIAL Nº 1 STELLA MARIS DE PUERTO MALDONADO,"S/. 392,729.00",S/. 0.00,
madredios,2055492,MEJORAMIENTO DE LA  AV. TAMBOPATA - PUERTO MALDONADO - MADRE DE DIOS,"S/. 5,903,598.00",S/. 0.00,
madredios,2056647,MEJORAMIENTO DEL TRAMO VIAL JR.VICTOR RAUL HAYA DE TORRE Y JR. CARLOS LECCA EN LA CIUDAD DE IÑAPARI,"S/. 353,333.00",S/. 0.00,
madredios,2056919,CONSTRUCCION DEL COLISEO CERRADO DE LA CIUDAD DE IBERIA,"S/. 1,303,341.00","S/. 2,858,664.00",
madredios,2062649,MEJORAMIENTO DE LA INFRAESTRUCTURA EN LA INSTITUCIÓN EDUCATIVA CARLOS FERMÍN FITZCARRALD,"S/. 24,782,740.00","S/. 27,764,347.14",30/09/2021 10:15:03 a.m.
madredios,2089541,MEJORAMIENTO EN  LA ARTICULACION VIAL DEL  AA.HH. BARRIO NUEVO CON LA CIUDAD DE PUERTO MALDONADO - REGION MADRE DE DIOS,"S/. 4,406,003.00","S/. 4,443,504.70",
madredios,2091584,"CONSTRUCCION DEL CAMINO VECINAL UNION PROGRESO - RIO INAMBARI, DISTRITO INAMBARI- MADRE DE DIOS","S/. 4,939,381.00","S/. 5,881,781.00",
madredios,2094975,"REHABILITACIÓN Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS - TAMBOPATA - MADRE DE DIOS","S/. 17,400,696.00","S/. 29,544,111.01",07/01/2022 05:46:15 p.m.
madredios,2106926,"MEJORAMIENTO VIAL DE LAS AVENIDAS MADRE DE DIOS, LA JOYA Y AEROPUERTO - PUERTO MALDONADO - MADRE DE DIOS","S/. 24,160,006.00","S/. 24,160,006.00",
madredios,2107316,"CONSTRUCCION DEL PUESTO DE SALUD DE LA COMUNIDAD DE SHIPITIARI DEL DISTRITO DE SALVACION, PROVINCIA DE MANU - MADRE DE DIOS","S/. 417,770.00","S/. 355,426.75",
madredios,2107781,ELECTRIFICACION RURAL     BASE DE ENERGIA FOTOVOLTAICA COMUNIDADES DISTRITOS MANU-FITZCARRALD,"S/. 1,354,454.00","S/. 1,990,835.06",30/09/2021 03:32:42 p.m.
madredios,2107982,"CONSTRUCCION DEL CAMINO VECINAL SABALUYOC - PARIAMARCA, DISTRITO DE TAMBOPATA-MADRE DE DIOS","S/. 4,725,607.00","S/. 8,644,289.45",04/12/2018 10:46:43 a.m.
madredios,2108281,"CONSTRUCCION DEL CAMINO VECINAL HUEPETUHE - BAJO PUQUIRI, DISTRITO DE HUEPETUHE Y MADRE DE DIOS, PROVINCIA DEL MANU - MADRE DE DIOS","S/. 5,523,780.00","S/. 7,095,198.75",11/02/2022 10:29:30 a.m.
madredios,2109836,"MEJORAMIENTO VIAL DE LAS AV. JORGE CHAVEZ Y JOSE ALDAMIZ DE LA CIUDAD DE IBERIA, DISTRITO DE IBERIA, PROVINCIA DE TAHUAMANU, REGIÓN DE MADRE DE DIOS","S/. 10,106,596.00","S/. 12,128,134.51",
madredios,2110568,"CONSTRUCCIÓN DE LOSA MULTIDEPORTIVA EN LA ASOCIACION DE VIVIENDA TAMBOPATA CANDAMO EN LA CIUDAD DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA, REGIÓN DE MADRE DE DIOS","S/. 245,541.98","S/. 680,495.13",28/12/2021 04:18:29 p.m.
madredios,2110571,"CONSTRUCCION DE LOSA MULTIDEPORTIVA EN EL AA.HH. CERCADO LA JOYA EN LA CIUDAD DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA, REGION DE MADRE DE DIOS","S/. 245,541.97","S/. 300,079.08",
madredios,2110580,"CONSTRUCCIÓN DE LOSA MULTIDEPORTIVA EN LA ASOCIACIÓN DE VIVIENDA TTIO ACOMAYO EN LA CIUDAD DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA, REGIÓN DE MADRE DE DIOS","S/. 245,541.98","S/. 855,289.99",28/12/2021 04:07:39 p.m.
madredios,2110774,"CONSTRUCCION DE LOSA MULTIDEPORTIVA EN EL AA.HH. EL AGUAJAL EN LA CIUDAD DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA, REGION DE MADRE DE DIOS","S/. 245,541.97","S/. 200,436.36",
madredios,2110777,CONSTRUCCION DE PARQUE MUNICIPAL BERNARDO CARDOZO FERREYRA-LA COLONIA-PROVINCIA DE TAHUAMANU,"S/. 1,873,381.00","S/. 2,191,200.91",
madredios,2111041,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EQUIPO MECANICO DEL PROYECT0 ESPECIAL MADRE DE DIOS EN LA PROVINCIA DE TAHUAMANU, REGION MADRE DE DIOS","S/. 26,698,398.00","S/. 29,523,295.78",29/09/2021 11:41:16 a.m.
madredios,2131494,"CONSTRUCCION DE PISTAS Y VEREDAS EN LA CALLE APURIMAC DE LA CIUDAD DE PUERTO MALDONADO, PROVINCIA TAMBOPATA, REGION MADRE DE DIOS","S/. 5,786,313.00","S/. 7,495,017.00",
madredios,2134979,"CONSTRUCCIÓN DE LOSA MULTIDEPORTIVA EN EL ASENTAMIENTO HUMANO: SANTA MARIA EN LA CIUDAD DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA, REGIÓN DE MADRE DE DIOS.","S/. 194,643.29","S/. 674,457.82",17/01/2022 03:43:07 p.m.
madredios,2135116,MEJORAMIENTO DE LA INFRAESTRUCTURA Y EQUIPAMIENTO DE LA IEBR JORGE CHAVEZ NIVEL PRIMARIA- PLANCHON- LAS PIEDRAS- TAMBOPATA- REGION MADRE DE DIOS.,"S/. 2,057,737.00","S/. 2,096,702.73",29/10/2019 11:54:40 a.m.
madredios,2135236,"MEJORAMIENTO DE LOS NIVELES DE PRODUCTIVIDAD HORTOFRUTICOLA MEDIANTE LA APLICACIÓN DE RIEGO POR GOTEO EN EL SECTOR ALTA PASTORA, DEL DISTRITO Y PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS","S/. 4,151,148.00","S/. 6,875,301.58",30/09/2021 03:30:32 p.m.
madredios,2150436,"MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO PLUVIAL DEL SECTOR NOROESTE DE LA CIUDAD DE PUERTO MALDONADO, PROVINCIA DE TAMBOPATA - MADRE DE DIOS","S/. 14,001,791.00","S/. 19,512,740.05",25/03/2021 11:57:07 a.m.
madredios,2150437,"MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL EN LOS ASENTAMIENTOS HUMANOS NUEVO ALEGRIA, 1 DE AGOSTO Y COSTA VERDE DE LA CIUDAD DE PUERTO MALDONADO, DISTRITO DE TAMBOPATA - PROVINCIA DE TAMBOPATA - REGION MADRE DE DIOS","S/. 17,383,997.16","S/. 21,981,684.04",29/03/2021 01:43:38 p.m.
madredios,2150722,"MEJORAMIENTO A NIVEL DE AFIRMADO DE LAS PRINCIPALES VIAS DE SHINTUYA, PROVINCIA DE MANU - MADRE DE DIOS","S/. 166,397.00",S/. 0.00,
madredios,2150832,"MEJORAMIENTO VIAL DEL JIRON SAN MARTIN EN LA CIUDAD DE PUERTO MALDONADO, PROVINCIA DE TAMBOPATA - MADRE DE DIOS","S/. 3,599,375.00","S/. 4,913,275.54",25/05/2018 08:52:38 a.m.
madredios,2154889,MEJORAMIENTO DE LAS CAPACIDADES REGIONALES PARA FORTALECER LA GESTION TERRITORIAL EN EL DEPARTAMENTO DE MADRE DE DIOS,"S/. 8,536,699.00","S/. 9,521,976.20",21/12/2018 10:21:19 a.m.
madredios,2155288,"CREACION DEL CAMINO VECINAL EMP. PE.30C ( KM 98 CARRETERA PUERTO MALDONADO CUSCO) - COMUNIDAD JAYAVE DISTRITO DE INAMBARI, PROVINCIA DE TAMBOPATA DPTO MADRE DE DIOS","S/. 2,391,663.00","S/. 4,412,903.02",22/07/2019 06:57:48 p.m.
madredios,2156993,"CREACION DE LOSA MULTIDEPORTIVA EN LA LOCALIDAD DE CACHUELA MARGEN IZQUIERDO,DISTRITO DE LAS PIEDRAS,PROVINCIA DE TAMBOPATA-REGION MADRE DE DIOS","S/. 357,048.58","S/. 357,048.58",
madredios,2162666,"MEJORAMIENTO DE LA PRESTACION DE SERVICIOS TECNOLOGICOS DEL CENTRO DE DESARROLLO GANADERO (CEDEGA) DEL GOBIERNO REGIONAL DE MADRE DE DIOS, PARA INCREMENTAR LA PRODUCTIVIDAD Y PRODUCCION DEL GANADO VACUNO EN LA REGION MADRE DE DIOS","S/. 7,606,860.00","S/. 12,538,287.61",02/06/2021 09:02:21 a.m.
madredios,2167452,"CONSTRUCCION Y MEJORAMIENTO DEL CAMINO VECINAL BELLO HORIZONTE - BAJO LOBOYOC DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA - REGION MADRE DE DIOS","S/. 6,624,388.00","S/. 7,774,992.38",18/03/2021 11:03:13 a.m.
madredios,2167517,AMPLIACION E IMPLEMENTACIÓN   DE AULAS TEMPORALES PARA LA ENSEÑANZA ACADÉMICA DE LA UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS,"S/. 461,495.64","S/. 523,923.56",30/03/2021 11:20:22 a.m.
madredios,2173451,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL CETPRO DIONISA HERRERA ALVARADO DE LA CUIDAD DE PUERTO MALDONADO EN EL DISTRITO DE TAMBOPATA-REGION MADRE DE DIOS,"S/. 6,525,594.00","S/. 7,499,989.33",30/09/2021 12:58:00 p.m.
madredios,2183612,AMPLIACION Y MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA IEBR HORACIO ZEVALLOS GAMES - HUAYPETUHE - PROVINCIA DEL MANU - REGION MADRE DE DIOS.,"S/. 9,169,307.00","S/. 19,200,177.04",28/12/2021 02:42:37 p.m.
madredios,2183613,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA I.E.B.R. N 52166 NUESTRA SEÑORA DE FATIMA DEL AA.HH. BARRIO NUEVO EN LA CIUDAD DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA, DEPARTAMENTO MADRE DE DIOS.","S/. 4,539,760.00","S/. 5,358,325.02",30/09/2021 10:23:55 a.m.
madredios,2186501,"REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EL TRIUNFO - COMUNIDAD BAJO MADRE DE DIOS , DISTRITO DE LAS PIEDRAS - TAMBOPATA - MADRE DE DIOS","S/. 3,722,896.00","S/. 4,614,748.51",11/03/2021 08:58:28 a.m.
madredios,2191142,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA IEI. N 366 NUEVA AREQUIPA DISTRITO DE INAMBARI, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS","S/. 934,375.00","S/. 1,237,721.44",04/10/2019 08:36:52 a.m.
madredios,2191378,MEJORAMIENTO DE LA CAPACIDAD COMPETITIVA DE LOS APICULTORES ARTICULADO A LA AGRICULTURA Y USO DE BOSQUES EN LA PROVINCIA DE TAMBOPATA  - MADRE DE DIOS,"S/. 1,985,666.00","S/. 3,432,865.94",20/10/2021 06:42:52 p.m.
madredios,2191717,MEJORAMIENTO DE LA CAPACIDAD DE COMUNICACION Y MONITOREO PARA LAS ACCIONES DE DEFENSA CIVIL Y SEGURIDAD DEL CENTRO DE OPERACIONES DE EMERGENCIAS REGIONALES DEL GOBIERNO REGIONAL DE MADRE DE DIOS,"S/. 9,997,497.00","S/. 10,292,015.17",02/03/2021 09:45:38 a.m.
madredios,2192356,"MEJORAMIENTO VIAL Y DRENAJE PLUVIAL DEL JIRON JAIME TRONCOSO DE LA CIUDAD DE PUERTO MALDONADO , PROVINCIA DE TAMBOPATA - MADRE DE DIOS","S/. 9,565,766.00","S/. 12,850,690.81",30/09/2021 12:35:19 p.m.
madredios,2194019,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL DISTRITO DE LABERINTO - TAMBOPATA - MADRE DE DIOS","S/. 9,027,467.00","S/. 11,224,839.15",24/09/2021 02:09:32 p.m.
madredios,2194085,CONSOLIDACION DEL SISTEMA DE INNOVACION AGRARIA,"S/. 229,599,104.00","S/. 229,599,104.00",22/05/2021 01:39:40 a.m.
madredios,2194531,"INSTALACION DEL SISTEMA DE AGUA Y DESAGUE DE LA LOCALIDAD DE NUEVO EDEN, DISTRITO DE FITZCARRALD, PROVINCIA DE MANU - MADRE DE DIOS","S/. 1,621,120.00","S/. 2,194,250.00",21/06/2021 07:32:34 p.m.
madredios,2194583,INSTALACION Y EQUIPAMIENTO DEL CENTRO DE INVESTIGACION Y EXPERIMENTACION AGROFORESTAL DE LA UNIVERSIDAD NACIONAL AMAZONICA DE MADRE DE DIOS,"S/. 2,458,577.00","S/. 3,619,058.55",16/01/2018 11:55:48 a.m.
madredios,2194734,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LA CALLE LORETO DE LA CIUDAD DE IBERIA , DISTRITO DE IBERIA - TAHUAMANU - MADRE DE DIOS","S/. 6,784,918.00","S/. 7,438,649.54",29/09/2021 12:14:53 p.m.
madredios,2194859,MEJORAMIENTO DE LOS SERVICIOS AGRICOLAS DE LA FRANJA AGRICOLA EN LA PROVINCIA DEL MANU - MADRE DE DIOS,"S/. 4,225,523.00","S/. 5,592,819.72",30/11/2020 11:26:07 a.m.
madredios,2194971,MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E.B.R. N 52229 DANIEL ALCIDES CARRION-CENTRO POBLADO DE BAJO PUKIRI DELTA 1 - DISTRITO DE MADRE DE DIOS - PROVINCIA DE MANU - REGION MADRE DE DIOS,"S/. 11,657,277.00","S/. 13,267,712.71",30/09/2021 10:53:15 a.m.
madredios,2195039,"MEJORAMIENTO DEL CAMINO VECINAL FLORIDA BAJA - FILADELFIA, ALTO TAMBOPATA, , DISTRITO DE LABERINTO - TAMBOPATA - MADRE DE DIOS","S/. 8,132,208.00","S/. 10,921,612.03",30/09/2021 11:14:09 a.m.
madredios,2195355,"MEJORAMIENTO VIAL DE LA AVENIDA SEBASTIAN BENEDETT EN LA CIUDAD DE IBERIA , DISTRITO DE IBERIA - TAHUAMANU - MADRE DE DIOS","S/. 8,787,489.00","S/. 8,828,182.89",30/09/2021 11:28:53 a.m.
madredios,2195357,"MEJORAMIENTO VIAL DEL JIRON JAVIER HERAUD Y JIRON JORGE CHAVEZ DE LA CIUDAD DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA  -  REGION  DE MADRE DE DIOS","S/. 8,436,665.00","S/. 12,264,014.55",28/12/2021 02:49:46 p.m.
madredios,2195547,"REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SAN FRANCISCO - PUERTO PORTILLO , DISTRITO DE IBERIA - TAHUAMANU - MADRE DE DIOS","S/. 4,325,909.00","S/. 7,405,369.38",14/01/2022 10:39:28 a.m.
madredios,2195554,MEJORAMIENTO DEL CAMINO VECINAL CARACHAMAYOC DISTRITO DE IBERIA - PROVINCIA DE TAHUAMANU - REGION MADRE DE DIOS,"S/. 6,666,323.00","S/. 11,324,486.49",22/12/2021 04:00:10 p.m.
madredios,2195555,"MEJORAMIENTO DEL CAMINO VECINAL PONALILLO - ARROZAL - REPUBLICA, DISTRITO DE IBERIA - PROVINCIA TAHUAMANU - REGION MADRE DE DIOS","S/. 16,442,599.00","S/. 26,001,019.07",27/08/2021 12:46:53 p.m.
madredios,2195659,"MEJORAMIENTO DE CAPTACION, AMPLIACION DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESODUALES DEL CENTRO POBLADO PLANCHON Y UPIS ANTONIA CAYA, DISTRITO DE LAS PIEDRAS - TAMBOPATA - MADRE DE DIOS","S/. 6,958,724.00","S/. 8,150,070.71",30/10/2020 01:20:03 p.m.
madredios,2195693,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA LOCALIDAD DE SUDADERO DEL DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA - MADRE DE DIOS","S/. 2,000,006.00","S/. 2,140,981.91",19/05/2020 08:25:28 p.m.
madredios,2196046,"MEJORAMIENTO VIAL DEL JR. GONZALES PRADA DE LA CIUDAD DE PUERTO MALDONADO, DISTRITO DE TAMBOPATA , PROVINCIA DE TAMBOPATA - MADRE DE DIOS","S/. 9,478,327.00","S/. 10,549,423.65",21/06/2019 02:40:15 p.m.
madredios,2196158,MEJORAMIENTO DE LOS SERVICIOS QUE BRINDA LA GERENCIA DE DESARROLLO AGRARIO DEL PEMD PARA LA HABILITACION DE TERRENOS DESBOSCADOS DE USO AGRICOLA Y PISCICOLA EN LA PROVINCIA DE TAHUAMANU - REGION MADRE DE DIOS,"S/. 6,319,047.00","S/. 6,319,047.00",21/11/2018 12:33:52 p.m.
madredios,2199346,"MEJORAMIENTO Y REHABILITACION DEL CAMINO VECINAL DV. KM. 08 - MADAMA - SAN ISIDRO - TORMENTA (MARGEN DERECHA, CARRETERA PUERTO MALDONADO - IBERIA) , DISTRITO DE LAS PIEDRAS - TAMBOPATA - MADRE DE DIOS","S/. 3,452,103.00","S/. 7,348,628.35",27/10/2021 01:03:06 p.m.
madredios,2200725,"MEJORAMIENTO DEL SERVICIO DEL DEPARTAMENTO DE DIAGNÓSTICO POR IMÁGENES DEL HOSPITAL SANTA ROSA DE PUERTO MALDONADO, DISTRITO Y PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS","S/. 9,273,708.00","S/. 8,145,440.00",08/03/2018 02:25:42 p.m.
madredios,2201055,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA INSTITUCION EDUCATIVA TUPAC AMARU II, N 52085 NIVEL PRIMARIA Y N 359 NIVEL INICIAL, EN IBERIA -TAHUAMANU, REGION MADRE DE DIOS","S/. 8,716,620.00","S/. 13,744,890.32",30/09/2021 10:46:05 a.m.
madredios,2201056,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE OTILIA, DISTRITO DE TAMBOPATA, , PROVINCIA DE TAMBOPATA - MADRE DE DIOS","S/. 1,966,802.00","S/. 2,329,685.15",02/09/2019 09:15:36 a.m.
madredios,2201058,MEJORAMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS DE LA I.E.B.R. N 53004 MIGUEL GRAU- NIVEL PRIMARIA - DISTRITO DE IBERIA - PROVINCIA DE TAHUAMANU - REGION MADRE DE DIOS,"S/. 7,151,662.00","S/. 11,971,325.18",30/09/2021 10:34:18 a.m.
madredios,2201443,"MEJORAMIENTO DEL SERVICIO DE LOS LABORATORIOS DE LA UNIVERSIDAD NACIONAL AMAZONICA DE MADRE DE DIOS. DISTRITO Y PROVINCIA DE TAMBOPATA, DEPARTAMENTO DE MADRE DE DIOS","S/. 1,197,512.85","S/. 1,675,988.95",
