cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
2445017,"MEJORAMIENTO DE LA PRESTACIÓN DEL SERVICIO DE GESTIÓN AMBIENTAL Y SANEAMIENTO DE LA MUNICIPALIDAD DISTRITAL DE CHAMACA,  DISTRITO DE CHAMACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO","S/. 1,536,190.09","S/. 1,751,665.11",28/09/2021 11:03:48 a.m.
2445018,MEJORAMIENTO DE TECNOLOGÍAS EN LOS SERVICIOS PECUARIOS DE GANADO VACUNO EN LAS 9 COMUNIDADES DEL  DISTRITO DE CHAMACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 4,196,783.48","S/. 4,508,028.21",05/08/2021 12:05:11 p.m.
2445031,MEJORAMIENTO DE LA CRIANZA DE CUYES EN LA COMUNIDAD DE TOCCORANI DEL  DISTRITO DE POMACANCHI - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO,"S/. 453,030.00","S/. 249,492.43",30/09/2020 12:22:14 p.m.
2445123,"MEJORAMIENTO DE LA  ARTICULACIÓN COMERCIAL DE PRODUCTOS AGROINDUSTRIALES, PECUARIOS Y DE TURISMO DE LOS PRODUCTORES DE LA CUENCA SAMBARAY, CUENCA CHUYAPI, CUENCA VILCANOTA DEL DISTRITO DE SANTA ANA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 3,073,991.63","S/. 3,742,883.76",14/12/2021 11:22:37 a.m.
2445157,MEJORAMIENTO DEL SERVICIO DEPORTIVO Y RECREATIVO EN LA  COMUNIDAD DE MAMUERA DEL DISTRITO DE MARANGANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 386,557.72","S/. 469,707.86",27/09/2019 09:56:44 a.m.
2445183,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL JIRON TUPAC AMARU DEL  DISTRITO DE ANCAHUASI - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO,"S/. 2,649,780.04","S/. 2,700,547.27",02/12/2021 11:17:11 a.m.
2445227,MEJORAMIENTO DEL SERVICIO DE VIGILANCIA CIUDADANA RURAL Y URBANA EN EL  DISTRITO DE CHAMACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 3,352,169.64","S/. 3,863,476.42",25/11/2020 09:05:53 p.m.
2445318,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROMOCIÓN DEL COMERCIO INTERNO Y DESARROLLO DE CAPACIDADES A PRODUCTORES AGROINDUSTRIALES, PECUARIOS Y ARTESANALES EN EL AMBITO DEL DISTRITO DE KIMBIRI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 3,067,146.00","S/. 4,714,252.50",10/12/2019 05:36:15 p.m.
2445350,CREACION DEL PUENTE PEATONAL  SOBRE EL RIO CHAUPIMAYO; SECTOR  CHACO 2 DE LA COMUNIDAD CAMPESINA DE HATUN AYRACCOLLANA EN EL  DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,"S/. 489,329.81",S/. 0.00,
2445384,CREACION DEL SERVICIO DE TRANSITABILIDAD DE LOS CAMINOS VECINALES EN LOS SECTORES DE CCOLLPAOCCO Y  CCAMAQQUEÑA EN LA COMUNIDAD CAMPESINA DE HANCCOCCAHUA  MANTURCA -  DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,"S/. 693,212.80","S/. 1,044,904.31",29/09/2021 02:51:23 p.m.
2445385,"CREACION DEL SERVICIO DEPORTIVO Y RECREATIVO EN EL ESTADIO MUNICIPAL DEL CENTRO POBLADO DE PUENTE CENTRAL,  DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO","S/. 1,262,571.62","S/. 2,618,422.13",19/11/2021 03:51:14 p.m.
2445424,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA PARA RIEGO EN LA COMUNIDAD DE CCOCHAPATA DEL DISTRITO DE TUPAC AMARU - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,"S/. 3,207,180.28","S/. 4,061,017.79",10/06/2021 05:38:29 p.m.
2445430,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN LAS CUENCAS DE CHAUPIMAYO, SACSARA, SALKANTAY Y VILCANOTA DEL  DISTRITO DE SANTA TERESA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 4,259,128.50","S/. 4,299,982.20",10/12/2021 11:59:45 a.m.
2445511,"REPARACION DE CAPTACIÓN SUPERFICIAL DE AGUA; EN EL(LA) ZONAL DE MARANURA  DISTRITO DE MARANURA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","S/. 129,878.29","S/. 264,251.00",02/12/2019 10:03:05 a.m.
2445551,AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LOS TRES CENTROS POBLADOS DEL  DISTRITO DE OCOBAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 3,022,169.84","S/. 3,526,607.21",15/06/2021 08:22:04 a.m.
2445558,MEJORAMIENTO DE LA COMPETITIVIDAD DE LOS PEQUEÑOS PRODUCTORES AGROPECUARIOS DEL  DISTRITO DE COLQUEPATA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,"S/. 2,900,004.40","S/. 3,098,442.04",28/09/2021 11:12:35 a.m.
2445585,CREACION DEL CAMINO VECINAL SAN JOSE DE CONCHACALLA - PUMA HUASI - CHINCHACOCHA DEL  DISTRITO DE POMACANCHI - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO,"S/. 3,559,981.21","S/. 1,426,480.73",30/09/2021 02:49:57 p.m.
2445607,MEJORAMIENTO DE LAS CAPACIDADES  PRODUCTIVAS Y COMPETITIVAS DE GANADO VACUNO DE  LECHE Y CARNE EN 18 COMUNIDADES DEL  DISTRITO DE OLLANTAYTAMBO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 1,902,811.25",S/. 0.00,
2445611,"REPARACION DE CANAL DE RIEGO; EN EL(LA) LOCALIDADES DE CHARI, CHECACUPE Y LLOCLLORA DISTRITO DE CHECACUPE, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO","S/. 110,641.50","S/. 110,641.50",01/08/2019 12:18:21 a.m.
2445656,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DEL MERCADO CENTRAL DE ABASTOS DEL  DISTRITO DE MARANGANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 1,357,530.34","S/. 2,217,563.43",15/02/2022 04:31:39 p.m.
2445661,MEJORAMIENTO DE LA PRESTACION DE LOS SERVICIOS PECUARIOS DE LA CADENA PRODUCTIVA DE GANADO Y CUYES EN EL DISTRITO DE PUCYURA - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO,"S/. 669,399.38","S/. 1,331,390.79",13/01/2021 06:28:08 a.m.
2445704,MEJORAMIENTO Y AMPLIACION DE LAS PRADERAS NATURALES PARA  MITIGAR EL CAMBIO CLIMÁTICO A TRAVES  DE LA COBERTURA VEGETAL EN LAS COMUNIDADES CAMPESINAS DEL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 6,998,773.79","S/. 8,775,000.00",15/02/2022 10:55:16 a.m.
2445733,RECUPERACION DEL CAMINO RITUAL INCA SECCIÓN QORIKANCHA - ÑUSTAPAKANA  DISTRITO DE CUSCO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 4,288,878.57","S/. 4,927,685.99",15/02/2021 04:26:57 p.m.
2445747,"MEJORAMIENTO Y FORTALECIMIENTO DE LAS CAPACIDADES EN EDUCACIÓN, DEPORTE E IDENTIDAD CULTURAL EN EL  DISTRITO DE MARCAPATA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO","S/. 1,428,004.96","S/. 1,571,598.18",28/11/2019 07:22:38 p.m.
2445822,MEJORAMIENTO DE LAS  CAPACIDADES PARA PROMOVER  LAS COSTUMBRES Y TRADICIONES SOCIALES EN EL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 2,696,204.75","S/. 3,438,626.05",24/09/2021 01:07:40 p.m.
2445952,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL DE LA COMUNIDAD DE FLORIDA EN EL  DISTRITO DE LIMATAMBO - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO,"S/. 253,288.64","S/. 434,260.50",19/08/2019 04:34:12 p.m.
2445957,MEJORAMIENTO Y AMPLIACION DE LA CAPACIDAD TECNICA Y OPERATIVA DE LA SUB GERENCIA DE DESARROLLO ECONOMICO PARA MEJORAR LA PRODUCCION AGRICOLA DE LOS PRODUCTOS ALTOANDINOS DEL  DISTRITO DE OCONGATE - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,"S/. 2,274,690.31","S/. 1,663,613.28",16/11/2021 04:00:54 p.m.
2446039,MEJORAMIENTO DE LA PRESTACION DE LOS SERVICIOS TURISTICOS DE LA OFICINA DE TURISMO Y PROMOCIÓN EMPRESARIAL DE LA GERENCIA DE DESARROLLO ECONOMICO  DISTRITO DE ECHARATE - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 710,488.35","S/. 1,286,267.87",16/02/2022 04:30:29 p.m.
2446057,MEJORAMIENTO DEL CAMPO DEPORTIVO EN LA COMUNIDAD DE CHOQUEPATA DEL DISTRITO DE OROPESA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,"S/. 404,128.03","S/. 764,285.28",14/10/2021 09:05:48 a.m.
2446118,"MEJORAMIENTO DE LOS SERVICIOS DE LA DIVISIÓN DE EDUCACIÓN, CULTURA Y DEPORTE DE LA MUNICIPALIDAD DISTRITAL DE OROPESA DEL  DISTRITO DE OROPESA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO","S/. 1,642,308.75","S/. 1,866,262.06",13/10/2021 09:42:33 a.m.
2446152,"MEJORAMIENTO DEL SERVICIO DE SEGURIDAD ALIMENTARIA A LOS NIÑOS MENORES DE 05 AÑOS, MADRES GESTANTES Y POBLACIÓN VULNERABLE EN SITUACIÓN DE RIESGO EN EL  DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO","S/. 3,144,747.08","S/. 4,019,425.75",05/08/2020 02:47:08 a.m.
2446169,"MEJORAMIENTO DE LOS SERVICIOS DE PROMOCIÓN E INCREMENTO DE LAS CAPACIDADES DE LOS PRODUCTOS AGRÍCOLAS ,PECUARIOS, AGRO INDUSTRIALES Y ARTESANALES DEL  DISTRITO DE MARANGANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO","S/. 1,812,009.45","S/. 1,695,881.53",07/02/2022 02:23:48 p.m.
2446193,MEJORAMIENTO DE LOS SERVICIOS DE PROMOCIÓN Y DESARROLLO DE LAS CAPACIDADES DE INTERCAMBIO COMERCIAL DE LOS PRODUCTORES AGROPECUARIOS EN LAS 18 COMUNIDADES CAMPESINAS DEL  DISTRITO DE QUIQUIJANA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,"S/. 3,148,904.06","S/. 4,037,947.79",27/12/2021 01:19:46 p.m.
2446278,MEJORAMIENTO DE LOS INSTRUMENTOS DE CATASTRO Y PLANEAMIENTO URBANO RURAL-  DISTRITO DE CHINCHERO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 854,821.32","S/. 952,143.15",18/11/2021 11:47:24 a.m.
2446361,CREACION DE LA PLAZA Y ESPACIOS PÚBLICOS DE LA COMUNIDAD CAMPESINA VALLECITO SUARAY DEL DISTRITO DE PUCYURA - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO,"S/. 347,079.86","S/. 457,237.81",28/09/2021 04:52:19 p.m.
2446362,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO CCORAQQUECHA – TOMAYCO – MAYOHUILLCA DE LA COMUNIDAD DE SAN JUAN DEL  DISTRITO DE POMACANCHI - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO,"S/. 1,618,796.06","S/. 3,714,939.70",09/12/2021 10:08:52 a.m.
2446382,MEJORAMIENTO DE LAS CAPACIDADES PRODUCTIVAS DE CAMELIDOS SUDAMERICANOS EN LAS COMUNIDADES ALPAQUERAS DEL  DISTRITO DE SAN PABLO - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 447,793.41","S/. 679,127.25",26/10/2021 06:29:35 p.m.
2446410,MEJORAMIENTO DEL SERVICIO DE LIMPIEZA PUBLICA EN EL  DISTRITO DE HUANCARANI - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,"S/. 1,731,060.17","S/. 2,820,423.70",25/08/2020 10:37:36 p.m.
2446474,CREACION DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN EL CENTRO POBLADO CHANCAMAYO DEL DISTRITO DE QUELLOUNO - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 10,287,173.93","S/. 9,943,301.88",03/03/2020 03:11:25 p.m.
2446490,MEJORAMIENTO DE LOS SERVICIOS TURISTICOS EN LA CATARATA DE ILLAPANI DEL DISTRITO DE ECHARATE - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 2,614,759.58",S/. 0.00,
2446537,MEJORAMIENTO DEL SERVICIO RECREACIONAL Y DEPORTIVO EN EL SECTOR DE OLMIRON DEL DISTRITO DE OLLANTAYTAMBO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 676,691.00","S/. 1,079,041.06",29/12/2021 09:20:32 p.m.
2446547,"RENOVACION DE PRESA, LÍNEA DE CONDUCCIÓN Y RESERVORIO; EN EL(LA) SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN LA CIUDAD DE ESPINAR -  DISTRITO DE ESPINAR, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","S/. 7,633,071.41","S/. 6,439,503.69",06/12/2021 03:50:30 p.m.
2446548,"CONSTRUCCION DE UNIDAD DE TRATAMIENTO DE AGUA POTABLE; EN EL(LA) SISTEMA DE ABASTECIMIENTO DE AGUA EN LA CIUDAD DE ESPINAR -  DISTRITO DE ESPINAR, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","S/. 4,633,330.83","S/. 4,936,404.00",14/02/2022 06:07:04 p.m.
2446556,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL ÁMBITO URBANO Y RURAL  DEL  DISTRITO DE PUCYURA - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO,"S/. 895,585.11","S/. 597,351.70",09/07/2021 04:30:19 p.m.
2446581,"MEJORAMIENTO Y AMPLIACION DE LA ARTICULACIÓN COMERCIAL DE PRODUCTORES AGROPECUARIOS, AGROINDUSTRIALES Y ARTESANALES DEL  DISTRITO DE MARCAPATA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO","S/. 1,057,902.39","S/. 1,057,902.34",16/06/2021 02:16:20 p.m.
2446655,"CONSTRUCCION DE CAPTACIÓN SUPERFICIAL DE AGUA; EN EL(LA) 05 UNIDADES PRODUCTORAS DE LOS SISTEMAS DE RIEGO DE LA COMUNIDAD CAMPESINA DE UMUTO DISTRITO DE CCATCA, PROVINCIA QUISPICANCHI, DEPARTAMENTO CUSCO","S/. 212,457.79","S/. 208,205.06",30/03/2021 03:00:20 p.m.
2446663,"CONSTRUCCION DE CAPTACIÓN SUPERFICIAL DE AGUA; EN EL(LA) 03 UNIDADES PRODUCTORAS DE LOS SISTEMA DE RIEGO DE LA COMUNIDAD CAMPESINA DE CJATACAMARA DISTRITO DE CCATCA, PROVINCIA QUISPICANCHI, DEPARTAMENTO CUSCO","S/. 182,454.51","S/. 174,504.11",17/08/2021 11:08:14 a.m.
2446671,"MEJORAMIENTO DE LA PRODUCCIÓN AGROPECUARIA MEDIANTE EL ACCESO A NUEVAS TECNOLOGÍAS PARA CONTRIBUIR A LA SEGURIDAD ALIMENTARIA EN LAS COMUNIDADES DE PALLPATA, CHORRILLO, HUARCAPATA Y ANTACAMA DEL  DISTRITO DE PALLPATA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO","S/. 1,189,046.37",S/. 0.00,
2446734,MEJORAMIENTO DEL SERVICIO DE LA SUB GERENCIA DE EQUIPO MECÁNICO DEL  DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 388,862.81","S/. 631,869.22",29/09/2021 04:41:57 p.m.
2446795,CREACION DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE EL SISTEMA CONVENCIONAL EN LAS COMUNIDADES DE LA CUENCA DEL AUSANGATE DEL DISTRITO DE PITUMARCA - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 5,412,530.67",S/. 0.00,
2446811,"CONSTRUCCION DE RESERVORIO, LÍNEA DE CONDUCCIÓN Y UBS TIPO ARRASTRE HIDRÁULICO; EN EL(LA) HUALLPAMAYTA ALTO  DISTRITO DE MARANURA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","S/. 383,153.87",S/. 0.00,
2446828,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACIÓN INICIAL NO ESCOLARIZADO DE LAS INSTITUCIONES EDUCATIVAS DE RUMICHAKA Y MACHACCOYO  DE LA COMUNIDAD DE HUINCHIRI DEL DISTRITO DE QUEHUE - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,"S/. 601,663.55","S/. 963,056.71",27/09/2021 10:45:43 a.m.
2446861,"RENOVACION DE PLANTA DE TRANSFERENCIA; EN EL(LA) MUNICIPALIDAD DISTRITAL DE POMACANCHI  DISTRITO DE POMACANCHI, PROVINCIA ACOMAYO, DEPARTAMENTO CUSCO","S/. 27,369.05","S/. 33,555.00",15/10/2019 03:14:00 p.m.
2446867,"ADQUISICION DE ACCESORIO DE ILUMINACIÓN SOLAR; EN EL(LA) PLAZA DE ARMAS DEL CENTRO POBLADO DE HUYRO EN LA LOCALIDAD HUYRO, DISTRITO DE HUAYOPATA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","S/. 47,769.12","S/. 42,174.59",30/09/2021 08:41:02 a.m.
2446877,"CONSTRUCCION DE COBERTURA; EN EL(LA) IE 501327 - YANATILE EN LA LOCALIDAD QUEBRADA HONDA, DISTRITO DE YANATILE, PROVINCIA CALCA, DEPARTAMENTO CUSCO","S/. 179,304.46","S/. 392,922.95",07/12/2021 03:53:40 p.m.
2446916,"REPARACION DE PUESTO DE SALUD O POSTA DE SALUD; EN EL(LA) COMUNIDAD CAMPESINA DE PALLPA PALLPA DISTRITO DE QUIÑOTA, PROVINCIA CHUMBIVILCAS, DEPARTAMENTO CUSCO","S/. 149,774.56","S/. 149,774.55",23/09/2019 05:53:11 p.m.
2446924,MEJORAMIENTO DE LOS SERVICIOS TURÍSTICOS PÚBLICOS Y CULTURALES DEL  DISTRITO DE LAMAY - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO,"S/. 889,992.02","S/. 1,328,231.10",29/12/2021 09:32:29 a.m.
2446931,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR DE LA CALLE HUASCAR  DISTRITO DE SAYLLA - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 5,632,051.70","S/. 5,268,506.89",09/02/2022 11:27:45 a.m.
2446988,MEJORAMIENTO DE LA PROMOCIÓN DE POTENCIALIDADES PRODUCTIVAS PARA EL ACCESO A MERCADOS DE LOS PEQUEÑOS PRODUCTORES AGROPECUARIOS DE LAS COMUNIDADES DEL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 2,111,927.99","S/. 3,727,722.00",15/02/2022 09:23:36 a.m.
2446998,"MEJORAMIENTO DE LA PRODUCCIÓN Y COMERCIALIZACIÓN DE ALPACAS EN LAS COMUNIDADES DE CHOQUETIRA, RUMICHACA Y OCCORO, DEL  DISTRITO DE INKAWASI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 1,806,200.00","S/. 1,839,614.00",30/01/2020 10:42:38 a.m.
2447059,"ADQUISICION DE MICROSCOPIO QUIRURGICO Y MONITOR MULTI PARAMETRO; EN EL(LA) EESS ESPINAR - DISTRITO DE ESPINAR, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","S/. 59,000.00","S/. 59,000.00",03/09/2019 10:47:21 a.m.
2447075,MEJORAMIENTO DE LOS SERVICIOS DEPORTIVOS EN LA COMUNIDAD DE QUILLAHUATA DEL DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 139,419.02","S/. 254,949.53",29/09/2021 09:42:05 p.m.
2447109,CREACION DE LOS SERVICIOS DEPORTIVOS  Y RECREACIONALES EN EL SECTOR DE PRIMAVERA DEL DISTRITO DE OLLANTAYTAMBO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 768,742.77","S/. 955,216.74",21/12/2021 10:30:49 a.m.
2447162,"ADQUISICION DE CIRCUITO INTEGRADO DE SISTEMA DE POSICIONAMIENTO GEOGRÁFICO GPS, ESTACIÓN TOTAL, COMPUTADORES PERSONALES ULTRA MÓVILES, PROCESADORES DE UNIDAD DE PROCESAMIENTO CENTRAL CPU, ESTACIONES DE TRABAJO (PCS, WORKSTATION), PANTALLAS, EQUIPOS DE IMPRESIÓN (MATRICIALES, PLOTTER, MULTIFUNCIONALES), KITS DE ACCESORIOS DE COMPUTADOR, IMPRESORAS LÁSER, SISTEMAS ININTERRUMPIDOS DE ENERGÍA (UPS) Y KITS DE ELECTRICIDAD; EN EL(LA) ÁREA FUNCIONAL DE GESTIÓN DE PROYECTOS  DISTRITO DE CUSCO, PROVINCIA","S/. 668,138.95","S/. 668,138.95",30/09/2021 02:38:22 p.m.
2447169,MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA PRODUCTIVA DE CULTIVOS ANDINOS  EN LAS COMUNIDADES CAMPESINAS DEL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 3,550,844.00","S/. 4,085,473.25",15/02/2022 09:26:05 a.m.
2447181,"MEJORAMIENTO DE LOS SERVICIOS DE LA CADENA PRODUCTIVA DE GANADO LECHERO, EN LAS COMUNIDADES CAMPESINAS DEL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO","S/. 6,276,410.80","S/. 7,271,734.64",28/09/2021 10:25:24 a.m.
2447225,MEJORAMIENTO DE CAPACIDADES TECNICO PRODUCTIVAS DE LOS PRODUCTORES DE GANADO VACUNO DE ENGORDE EN EL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 4,618,205.00","S/. 5,693,000.00",15/02/2022 11:03:47 a.m.
2447230,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SISTEMA DE ELIMINACION DE EXCRETAS EN EL SECTOR DE PECCACCACHO DE LA COMUNIDAD DE URQUILLOS DEL DISTRITO DE HUAYLLABAMBA - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 199,997.42","S/. 220,640.60",27/12/2021 05:10:53 p.m.
2447241,"ADQUISICION DE COMPACTADORA DE RESIDUOS, COMPACTADORA DE RESIDUOS Y COMPACTADORA DE RESIDUOS; EN EL(LA) DIVISIÓN DE GESTIÓN AMBIENTAL  DISTRITO DE WANCHAQ, PROVINCIA CUSCO, DEPARTAMENTO CUSCO","S/. 1,673,500.00","S/. 1,891,200.00",30/11/2021 01:25:05 p.m.
2447252,"CONSTRUCCION DE SUNROOFS O TECHOS CORREDIZOS; EN EL(LA) IE INKA TUPAQ YUPANQUI - CHINCHERO  DISTRITO DE CHINCHERO, PROVINCIA URUBAMBA, DEPARTAMENTO CUSCO","S/. 150,122.33","S/. 180,129.36",25/09/2019 10:02:09 a.m.
2447262,"ADQUISICION DE ASCENSORES; EN EL(LA) ÓRGANOS JURISDICCIONALES DE LA SEDE CENTRAL (PALACIO DE JUSTICIA) DE LA CORTE SUPERIOR DE JUSTICIA DE CUSCO  DISTRITO DE CUSCO, PROVINCIA CUSCO, DEPARTAMENTO CUSCO","S/. 1,019,000.00","S/. 465,696.00",11/08/2021 04:48:57 p.m.
2447292,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA CALLE KELHUANI (PARTE ALTA) DE LA CIUDAD DE CCAPACMARCA,  DISTRITO DE CAPACMARCA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO","S/. 947,591.49",S/. 0.00,
2447336,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DEL PUENTE CARROSABLE  LLACTAMAYO Y PANTIPATA DEL  DISTRITO DE QUEHUE - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,"S/. 1,186,330.79","S/. 1,581,839.00",29/09/2021 10:44:26 a.m.
2447383,MEJORAMIENTO Y AMPLIACION DE TROCHA CARROZABLE TRAMO DS TOCRAPAMPA - CHIÑISIRI DE LA C.C. UNIONKORA DEL DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 497,814.34",S/. 0.00,
2447433,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LA MARGEN DERECHA DE LA COMUNIDAD DE SAN JUAN DEL  DISTRITO DE POMACANCHI - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO,"S/. 1,740,227.56","S/. 3,632,647.25",09/12/2021 12:23:03 p.m.
2447507,"CONSTRUCCION DE TANQUES DE ALMACENAMIENTO DE AGUA; EN EL(LA) IE 501367 INMACULADA CONCEPCION - ESPINAR  DISTRITO DE ESPINAR, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","S/. 138,347.43","S/. 229,828.76",22/11/2021 03:37:01 p.m.
2447537,"CONSTRUCCION DE COBERTURA; EN EL(LA) IE 50170 - YANATILE EN LA LOCALIDAD CUQUIPATA, DISTRITO DE YANATILE, PROVINCIA CALCA, DEPARTAMENTO CUSCO","S/. 180,230.00","S/. 341,589.92",17/11/2021 03:29:34 p.m.
2447571,"CONSTRUCCION DE COBERTURA Y PLACA DE TECHO; EN EL(LA) CAMPO DEPORTIVO CHIRUPAMPA EN LA LOCALIDAD CHIRUPAMPA, DISTRITO DE QUEHUE, PROVINCIA CANAS, DEPARTAMENTO CUSCO","S/. 214,873.56","S/. 275,270.84",30/09/2021 08:32:29 a.m.
2447615,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN EN LAS ÁREAS DE COMUNICACIÓN, MATEMÁTICAS Y EDUCACIÓN FÍSICA DE LAS INSTITUCIONES EDUCATIVAS DE EBR  DISTRITO DE LAMAY - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO","S/. 772,860.87","S/. 914,337.77",06/10/2021 05:35:36 a.m.
