region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado
piura,2224993,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LAS I.E. DEL CASERIO CHIGNIA ALTA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                02 AULAS NIVEL INICIAL, 03 AULAS PARA PRIMARIA, 05 PARA SECUNDARIA, 01 AULA DE IMNOVACION PEDAGOGICA, BIBLIOTECA, AULA DE USOS MULTIPLES PARA CADA NIVEL, SS.HH. PARA CADA NIVEL, SS.HH PARA DOCENTES, COCINA PARA INICIAL Y PRIMARIA Y AMBIENTES ADMINISTRATIVOS
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                EQUIPAMIENTO
                                            
                                            
                                                EQUIPO DE AULA
                                            
                                            
                                                MESAS, SILLAS, EQUIPOS PARA LOS TRES NIVELES
                                            
                                            
                                                KIT DE EQUIPAMIENTO",2372.40,3,,,0,0,0,0,0
piura,2225831,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEL SALON DE USOS MULTIPLES DEL CASERIO CHALACO, DISTRITO DE VICE - SECHURA - PIURA",VIVIENDA Y DESARROLLO URBANO,DESARROLLO URBANO Y RURAL,PLANEAMIENTO Y DESARROLLO URBANO Y RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIOS PÈBLICOS DE INTEGRACI‡N ECON‡MICA Y SOCIAL
                                
                                
                                    PORCENTAJE DE M2 DE ESPACIOS PÈBLICOS PARA EL ESPARCIMIENTO Y RECREACI‡N EN ZONAS URBANAS POR IMPLEMENTAR
                                
                                
                                    M2
                                
                                
                                    DISTRITAL
                                
                                
                                    130",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VICE,SUB GERENCIA DE FORMULACION DE PROYECTOS (UFMDVICE - EDWIN GIANCARLOS GONZALES ATOCHE),UEI DE LA MUNICIPALIDAD DISTRITAL DE VICE - (UEIMDVICE - JOHNY HENRY CASTILLO CALDERON),301591 -,0,0,0,0,0
piura,2226784,"REHABILITACION, MEJORAMIENTO DEL CAMINO VECINAL  HUARMACA-HUALCAS, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                CARRETERAS DE ACCESO
                                            
                                            
                                                camino vecinal
                                            
                                            
                                                KM",54.90,,,,0,0,0,0,0
piura,2236342,"MEJORAMIENTO DEL SERVICIO DE EDUCACI‡N INICIAL DE LA I.E. N 381 - MAX INGA ADANAQUE, EN EL CENTRO POBLADO LA ENCANTADA, DISTRITO CHULUCANAS, PROVINCIA DE MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                CONSTRUCCION DE: AULA PSICOMOTRIZ 60.90 M2, AMBIENTES ADMINISTRATIVOS (DIRECCI‡N, SALA DE PROFESORES, SECRETARIA Y DEPOSITO)  58.58 M2, AMBIENTES PEDAGOGICO (08 AULAS INCLUYE SS.HH Y DEP‡SITOS) 531.62 M2, TOPICO 18.32 M2, SS.HH. PROFESORES 21.50 M2, COCINA 9.77 M2, ALMACEN 4.90 M2 Y AMBIENTES COMPLEMENTARIOS (LOSA EN PATIO, CASETA DE GUARDIANIA, CASETA DE BOMBEO Y ESCALERAS)  654.61 M2.
PLAN DE CONTINGENCIA 394.59 M2.
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                MOBILIARIO
                                            
                                            
                                                ESTANTES PARA CARPETAS DE INFORMACI‡N
                                            
                                            
                                                MOBILIARIO, EQUIPAMIENTO Y BIBLIOGRAFIA DE LOS AMBIENTES PEDAG‡GICOS ADECUADO PARA ATENDER A LA POBLACI‡N ESTUDIANTIL EXISTENTE PARA EL NIVEL INICIAL
                                            
                                            
                                                KIT DE MOBILIARIO
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                NINGUNO
                                            
                                            
                                                plan de contingencia
                                            
                                            
                                                N¯ DE DOCUMENTOS",1822.14,1,1,,0,0,0,0,0
piura,2236703,"MEJORAMIENTO DEL SERVICIO DE EDUCACI‡N PRIMARIA Y SECUNDARIA DE LA I.E. ANDRES AVELINO CACERES DORREGARAY - KM 50, DISTRITO DE  CHULUCANAS, PROVINCIA DE MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                UN LOCAL EDUCATIVO
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                MOBILIARIO
                                            
                                            
                                                MOBILIARIO DE AULA
                                            
                                            
                                                MOBILIARIO
                                            
                                            
                                                KIT DE MOBILIARIO",1,1,,,0,0,0,0,0
piura,2237292,"INSTALACION DEL SISTEMA AGUA POTABLE Y DISPOSICION DE EXCRETAS EN LOS CASER÷OS  SAN MIGUEL DE YUSCAY ALTO Y BAJO, BOLOGNESI ALTO Y BAJO, MONTE BORRACHO, SE•OR CAUTIVO,  RINCONADA DE PELINGARA ALTA Y BAJA, VIRGEN DEL CISNE, PICHONES ALTO, PICHONES CENTRO, PICHONES BAJO, CANTA GALLO Y PELINGARA, DISTRITO DE LAS LOMAS - PIURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LAS LOMAS,UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0
piura,2241082,"MEJORAMIENTO DEL SISTEMA DE RIEGO DEL CANAL HUALANGA DEL CENTRO POBLADO BELLAVISTA DE CACHIACO, DISTRITO DE PACAIPAMPA - AYABACA - PIURA",AGROPECUARIA,RIEGO,INFRAESTRUCTURA DE RIEGO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISI‡N DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS
                                
                                
                                    SISTEMA DE RIEGO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,DIVISION DE INFRAESTRUCTURA Y SERVICIOS  TECNICOS  (UFPACAIPAMPA - WILDER DOMINGUEZ PLASENCIA),UEI DIVISION DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL - (UEIMDPACAIP - LUIGGI MANUEL OLAYA RUMICHE),301543 - MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,0,0,0,0,0
piura,2242394,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA IEP N 20043 DEL CASERIO HUALANGAYUC, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                01 AULA NIVEL INICIAL, 03 AULAS NIVEL PRIMARIO, SUM , COCINA  Y SS.HH.PARA AMBOS NIVELES, SS.HH. PARA DOCENTES, ESPACIOS ADMINISTRATIVOS, PATIO, CERCO PERIMETRICO, ETC.
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                EQUIPAMIENTO
                                            
                                            
                                                EQUIPO
                                            
                                            
                                                MESAS, SILLAS PARA CADA NIVEL
                                            
                                            
                                                KIT DE EQUIPAMIENTO",1705.51,2,,,0,0,0,0,0
piura,2246945,"CONSTRUCCION DE INFRAESTRUCTURA VEHICULAR Y PEATONAL EN LOS JIRONES  : TÈPAC AMARU Y GIRASOLES EN EL ASENTAMIENTO HUMANO ANDRêS RAZURI DEL, DISTRITO DE TAMBO GRANDE - PIURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE,DIVISION DE INFRAESTRUCTURA Y DESARROLLO  ( -  ),- ( - ),-,0,0,0,0,0
piura,2247093,"MEJORAMIENTO DE LA INFRAESTRUCTURA DE LA IEP N 14553 DEL CASERIO SAHUATIRCA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                02 AULAS DE NIVEL INICIAL, 06 AULAS PARA PRIMARIA, 05 AULAS PARA SECUNDARIA, SALA DE INNOVACION ÔPEDAGOGICA, BIBLIOTECA, AULAS DE USOS MULTIPLES PARA CADA NIVEL, COCINA PARA INICIAL Y PRIMARIA, SS.HH.PARA CADA NIVEL, SS.HH. PARA DOCENTES, AMBIENTES ADMINISTRATIVOS, OTROS.
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                MOBILIARIO
                                            
                                            
                                                MOBILIARIO DE AULA
                                            
                                            
                                                MESAS, SILLAS , EQUIPOS PARA CADA NIVEL
                                            
                                            
                                                KIT DE MOBILIARIO
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                PLAN DE CONTINGENCIA
                                            
                                            
                                                N¯ DE INFORMES",2636.50,3,1,,0,0,0,0,0
piura,2247538,"MEJORAMIENTO DE PISTAS Y VEREDAS, MUROS DE CONTENCION DEL PUEBLO JOVEN LA MERCED Y JR. MIGUEL GRAU DE LA URBANIZACION SAN RAFAEL DE LA CIUDAD DE PAITA, DISTRITO DE PAITA, PROVINCIA DE PAITA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                PISTAS
                                            
                                            
                                                colocaci¢n de pavimento, drenaje pluvial, pintura y †rea verde
                                            
                                            
                                                M2",16459.58,,,,0,0,0,0,0
piura,2253708,"CREACION DE UN MINICOLISEO DEPORTIVO EN EL A.H VILLA KURT BEER, DISTRITO DE VEINTISEIS DE OCTUBRE - PIURA - PIURA",CULTURA Y DEPORTE,DEPORTES,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,EDUCACION,"SERVICIO DE PRµCTICA DEPORTIVA Y/O RECREATIVA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS
                                
                                
                                    INSTALACIONES DEPORTIVAS Y/O RECREATIVAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE,UF DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE (UFMDVOC3 - YURLY MERCEDES BARCO CORDOVA),"UEI DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE - (UEIMDVOC1 - JUAN CORDOVA SALVADOR)
                                -  ( - )",-,-5.1934081509989550 / -80.67146529759061,PIURA,PIURA,VEINTISEIS DE OCTUBRE,A.H. VILLA KURT BEER
piura,2260807,"MEJORAMIENTO DEL SERVICIO EDUCATIVO SECUNDARIO EN LA I.E SAN JOSE DEL CERCADO DE YAMANGO, PROVINCIA DE MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                AULA
                                            
                                            
                                                COMPRENDE MODULO DE AULAS, MODULO ADMINISTRATIVO, MODULO DE SERVICIOS HIGIENICOS, Y OBRAS EXTERIORES
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                MOBILIARIO
                                            
                                            
                                                MESAS PARA AULAS DE CLASE
                                            
                                            
                                                MOBILIARIO Y EQUIPAMIENTO
                                            
                                            
                                                MODULOS DE MOBILIARIO",856.92,70,,,0,0,0,0,0
piura,2260934,"MEJORAMIENTO DE LOS SERVICIOS COMUNALES PARA EL DESARROLLO DE ACTIVIDADES CULTURALES Y SOCIALES EN EL AA.HH LOS ROBLES EN EL, DISTRITO DE VEINTISEIS DE OCTUBRE - PIURA - PIURA",VIVIENDA Y DESARROLLO URBANO,DESARROLLO URBANO Y RURAL,PLANEAMIENTO Y DESARROLLO URBANO Y RURAL,,"SERVICIO POR DEFINIR
                                
                                
                                    INDICADOR DE BRECHA POR DEFINIR
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    0",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE,UF DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE (UFMDVOC3 - YURLY MERCEDES BARCO CORDOVA),"UEI DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE - (UEIMDVOC1 - JUAN CORDOVA SALVADOR)
                                -  ( - )",-,-5.184638 / -80.670190,PIURA,PIURA,VEINTISEIS DE OCTUBRE,A.H. LOS ROBLES
piura,2274130,"MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA DEL, DISTRITO DE MARCAVELICA - SULLANA - PIURA",ORDEN PÈBLICO Y SEGURIDAD,ORDEN INTERNO,SEGURIDAD VECINAL Y COMUNAL,INTERIOR,"SERVICIO DE SEGURIDAD CIUDADANA LOCAL
                                
                                
                                    PORCENTAJE DE SECTORES A NIVEL DE DISTRITO QUE NO CUENTAN CON MEDIOS DE VIGILANCIA PARA BRINDAR EL SERVICIO DE SEGURIDAD CIUDADANA
                                
                                
                                    SECTOR VIGILADO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UF DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA (UFMDMARCAV02 - MARIELA PAMELA OTOYA VALDEZ),"UEI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA - (UEIMDMVM003 - CESAR ROLANDO LUZARDO MARTINEZ)
                                -  ( - )",-,-4.88108635 / -80.705050,PIURA,SULLANA,MARCAVELICA,MARCAVELICA
piura,2278927,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA LOCALIDAD PATA DE CACHIACO, DISTRITO DE PACAIPAMPA - AYABACA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,DIVISION DE INFRAESTRUCTURA Y SERVICIOS  TECNICOS  (UFPACAIPAMPA - WILDER DOMINGUEZ PLASENCIA),UEI DIVISION DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL - (UEIMDPACAIP - LUIGGI MANUEL OLAYA RUMICHE),-,-4.99453354 / -79.66856380,PIURA,AYABACA,PACAIPAMPA,PATA DE CACHIACO (PAJUL)
piura,2283279,"MEJORAMIENTO Y AMPLIACION DEL SERVICO DEL SISTEMA DE RIEGO EN EL SECTOR EL BANCO, DISTRITO DE AMOTAPE - PAITA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE VICHAYAL - PAITA,OBRAS ( -  ),- ( - ),-,0,0,0,0,0
piura,2287550,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DE LA LOCALIDAD DE TUNAL, DISTRITO DE LALAQUIZ, PROVINCIA DE HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                VIAS DE ACCESO
                                            
                                            
                                                SE INTERVENDRA EN PAVIMENTO DE PISTAS, VEREDAS, MUROS DE CONTENCION, PLAN DE CONTINGENCIA, MEDIDAS DE MITIGACION AMBIENTAL MEDIDAS DE PRENVENCION DE COVID-19, MAYORES GASTOS GENERALES DE OBRA YREAJUSTES DE PRECIOS
                                            
                                            
                                                KM",1,,,,0,0,0,0,0
piura,2288608,"MEJORAMIENTO DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO CANAL LATERAL LA BOVEDA -MARCAVELICA, DISTRITO DE MARCAVELICA - SULLANA - PIURA",AGROPECUARIA,RIEGO,INFRAESTRUCTURA DE RIEGO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISI‡N DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS
                                
                                
                                    SISTEMA DE RIEGO
                                
                                
                                    DISTRITAL
                                
                                
                                    426",OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UF DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA (UFMDMVR001 - EDGAR GUTIERREZ AGURTO),- ( - ),-,0,0,0,0,0
piura,2289713,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE EN EL CASERIO EL TAMBO, DISTRITO DE SAN MIGUEL DE EL FAIQUE - HUANCABAMBA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    137",OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,UF DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE ( -  ),- ( - ),-,0,0,0,0,0
piura,2290796,"MEJORAMIENTO DEL SERVICIO RECREACIONAL EN EL BARRIO ESTIBADORES EN EL DISTRITO DE PARI•AS, PROVINCIA DE TALARA - PIURA",CULTURA Y DEPORTE,DEPORTES,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,EDUCACION,"SERVICIO DE PRµCTICA DEPORTIVA Y/O RECREATIVA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS
                                
                                
                                    INSTALACIONES DEPORTIVAS Y/O RECREATIVAS
                                
                                
                                    DISTRITAL
                                
                                
                                    3.50",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA ( -  ),- ( - ),-,0,0,0,0,0
piura,2291220,"MEJORAMIENTO DEL SERVICIO DEPORTIVO EN EL ASENTAMIENTO HUMANO SAN JUDAS TADEO EN EL DISTRITO DE PARI•AS, PROVINCIA DE TALARA - PIURA",CULTURA Y DEPORTE,DEPORTES,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,EDUCACION,"SERVICIO DE PRµCTICA DEPORTIVA Y/O RECREATIVA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS
                                
                                
                                    INSTALACIONES DEPORTIVAS Y/O RECREATIVAS
                                
                                
                                    DISTRITAL
                                
                                
                                    3.50",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA (MPTSGFPIJMVB - JUAN MANUEL VALLE BALDA),- ( - ),-,0,0,0,0,0
piura,2291390,"MEJORAMIENTO DEL CAMINO VECINAL DEL TRAMO PISCAN BAJO HASTA EL CASER÷O DE NANGAY, DISTRITO DE YAMANGO - MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                NINGUNO
                                            
                                            
                                                
                                            
                                            
                                                KM",18.06,,,,0,0,0,0,0
piura,2291728,"CREACION DEL SERVICIO DE PROTECCION EN EL ASENTAMIENTO HUMANO CRISTO MIRADOR EN EL DISTRITO DE PARI•AS, PROVINCIA DE TALARA - PIURA",ORDEN PÈBLICO Y SEGURIDAD,GESTI‡N DE RIESGOS Y EMERGENCIAS,PREVENCI‡N DE DESASTRES,,"SERVICIO POR DEFINIR
                                
                                
                                    INDICADOR DE BRECHA POR DEFINIR
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    2.25",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA ( -  ),- ( - ),-,0,0,0,0,0
piura,2291795,"MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN LA I. E. Nß 20860 DE LA LOCALIDAD SAN MART÷N DE HUAMBA, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,SUB GERENCIA DE ESTUDIOS Y PROYECTOS (SGEP) ( -  ),- ( - ),-,0,0,0,0,0
piura,2296127,"CREACION DEL SERVICIO DE PROTECCION DE LOS AA.HH. UBICADOS ENTRE EL AA.HH.28 DE ENERO AL AA.HH. JOSE PE•A QUIROGA, DISTRITO DE LOS ORGANOS - TALARA - PIURA",ORDEN PÈBLICO Y SEGURIDAD,GESTI‡N DE RIESGOS Y EMERGENCIAS,PREVENCI‡N DE DESASTRES,,"SERVICIO POR DEFINIR
                                
                                
                                    INDICADOR DE BRECHA POR DEFINIR
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    0",OPMI DE LA MUNICIPALIDAD DISTRITAL DE LOS ORGANOS,UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0
piura,2300271,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO  EN LA LOCALIDAD DE BOCANA DE PICHONES DEL DISTRITO DE LANCONES, PROVINCIA DE SULLANA Y DE LAS LOCALIDADES LA ARTEZA Y CRUZ DE PIEDRA EN EL DISTRITO DE LAS LOMAS, PROVINCIA DE PIURA DEPARTAMENTO DE PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    13
                                
                            
                            
                                
                                    SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    12",,MANCOMUNIDAD MUNICIPAL DE LA SUBCUENCA DEL RIO CHIPILLICO (MM103 - GORKI MELENDEZ TALLEDO),- ( - ),-,0,0,0,0,0
piura,2300279,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION PRIMARIA EN LA I.E. N 15310  DEL CASERIO LUCUMO HUASIMAL, DISTRITO DE SAN MIGUEL DE EL FAIQUE - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                AULA DE EDUCACION PRIMARIA
                                            
                                            
                                                INTERVENCION EN 03 AULAS NUEVAS ,  1ER PISO - 01 AULA DE 1¯ Y 2¯ +S.H NI•AS - NI•OS, +: 2DO PISO ? 02 AULAS DE 3¯Y 4¯ Y 5¯ Y6¯ ,1ER PISO ? DORMITORIOS + COCINA -COMEDOR + LAVAND. + S.H + SALA DE ESTAR,  1ER PISO ? (SUM) + COCINA + DESPENSA, + 1ER PISO ? DIRECCI‡N + DEP‡SITO + SS.HH DOCENTE, +1ER PISO - BIBLIOTECA+2DO PISO ? (AIP),+  CISTERNA + CTO DE BOMBAS + TANQUE ELEVADO Y PATIO DE FORMACION CON COBERTURA + LOSA DEPORTIVA + EVAC. PLUVIAL +VEREDAS + CERCO PERIMETRICO +PORTADA PRINCIPAL
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                EQUIPAMIENTO
                                            
                                            
                                                EQUIPO DE AULA DE EDUCACION PRIMARIA
                                            
                                            
                                                MOBILIARIO Y EQUIPAMIENTO PARA NIVEL PRIMARIA Y AREA ADMINISTRATIVA(327 UND)
                                            
                                            
                                                NÈMERO DE EQUIPAMIENTO
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                AULA
                                            
                                            
                                                PLAN DE CONTINGENCIA CONSTRUCCION DE 02 MODULOS PREF. PARA AULAS + UN MODULO CON 2 DORMITORIOS PARA DOCENTES +01 AMBIENTE ADMINISTRATIVO Y SSHH EN UN AREA DE 309.91 M2 : 200 ML DE CERCO PERIMETRICO , SUM. DE 01 CISTERNA Y 01 TANQUE ELEVADO  Y ENERGIA ELECTRICA,  COBERTURA C/FIBRAFORTE, PUERTAS CONTRAPLACADAS, VENTANAS MADERA Y 309.91  M2 DE PISO  CEMENTO PULIDO  Y BRU•ADO
                                            
                                            
                                                M2",1787.32,327,309.91,,0,0,0,0,0
piura,2300296,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE  EN EL CASERIO DE NUEVO TASAJERAS Y CREACION DEL SERVICIO DE SANEAMIENTO RURAL EN  LOS CASERIOS DE TASAJERAS Y NUEVO TASAJERAS, DISTRITO DE PAIMAS - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    465
                                
                            
                            
                                
                                    SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    465",OPMI DE LA MUNICIPALIDAD DISTRITAL DE PAIMAS,UF DE LA MUNICIPALIDAD DISTRITAL DE PAIMAS ( -  ),- ( - ),-,0,0,0,0,0
piura,2300552,"MEJORAMIENTO DEL SERVICIO DE EDUCACION EN LA I.E. SECUNDARIA: NUESTRA SE•ORA DEL ROSARIO DEL CENTRO POBLADOD E PAMBARUMBE- DISTRITO SANTA CATALINA DE MOSSA, PROVINCIA DE MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                NINGUNO
                                            
                                            
                                                construcci¢n de cerco perimÇtrico, patio, aulas de innovaci¢n pedag¢gica, muros divisorios 9.5% de †rea neta, rampas y veredas.
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                EQUIPAMIENTO
                                            
                                            
                                                NINGUNO
                                            
                                            
                                                
                                            
                                            
                                                KIT DE EQUIPAMIENTO",774.25,1,,,0,0,0,0,0
piura,2300815,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DE LAS CALLES; BELAUNDE TERRY, PROGRESO, HILDEBRANDO CASTRO POZO, SANCHEZ CERRO, RAM‡N CASTILLA, JUAN VELASCO ALVARADO, JUAN PABLO II Y PJE. SAN PABLO  DE LA CIUDAD DE PAIMAS, DISTRITO DE PAIMAS - AYABACA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                PISTAS
                                            
                                            
                                                REHABILITACION DE PISTAS Y VEREDAS
                                            
                                            
                                                M2",24157.62,,,,0,0,0,0,0
