región,tipodeservicio,ndeinforme,entidad,títulodelinforme,evento,operativo,npersonasconpresuntarespons,tipoderesponsabilidad,fechaemisión,fechaconclusión,fechapublicación,informe,ficharesumen
PIURA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,065-2021-2-0455,MUNICIPALIDAD DISTRITAL DE SALITRAL-SULLANA,"APROBACIÓN Y PAGO DE REMUNERACIÓN DEL ALCALDE Y DIETAS DE REGIDORES DURANTE EL PERÍODO 2015 - 2021 AL MARGEN DE LA NORMATIVA APLICABLE, GENERÓ PERJUICIO ECONÓMICO A LA ENTIDAD POR S/ 208 620,00",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PIURA,8,CIVIL PENAL,28/12/2021,30/12/2021,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO045500001_ADJUNTO.pdf 2022CPO045500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO045500001.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,034-2021-2-0461,MUNICIPALIDAD PROVINCIAL DE LAMPA,"Elaboración, emisión y trámite de planillas de remuneraciones del personal empleado de confianza durante los periodos 2016 a 2018 en la Municipalidad Provincial de Lampa",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PUNO,23,PENAL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,11/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO046100002_ADJUNTO.pdf 2022CPO046100002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO046100002.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,035-2021-2-0461,MUNICIPALIDAD PROVINCIAL DE LAMPA,"Elaboración, emisión y trámite de planillas de remuneraciones del personal servidor público directivo superior y ejecutivo durante los periodos 2016 a 2018 en la Municipalidad Provincial de Lampa",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PUNO,23,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,11/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO046100003_ADJUNTO.pdf 2022CPO046100003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO046100003.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,034-2021-2-0463,MUNICIPALIDAD PROVINCIAL DE PUNO,"Servicio de implementación del módulo informático (software) para la recaudación del Impuesto Predial, Vehicular, Alcabala y Arbitrios de la Municipalidad Provincial de Puno",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PUNO,4,PENAL ADMINISTRATIVO ENTIDAD,28/12/2021,30/12/2021,11/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO046300001_ADJUNTO.pdf 2022CPO046300001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO046300001.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,035-2021-2-0463,MUNICIPALIDAD PROVINCIAL DE PUNO,Servicio de consultoría para la elaboración del Plan de Movilidad Urbana para la provincia de Puno,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PUNO,5,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,17/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO046300002_ADJUNTO.pdf 2022CPO046300002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO046300002.pdf
TUMBES,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,022-2021-2-0474,MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR,"Adquisición de compactadora y capacidad organizacional en la Municipalidad Provincial de Contralmirante Villar, distrito de Zorritos - provincia de Contralmirante Villar - departamento de Tumbes",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,PENAL ADMINISTRATIVO ENTIDAD,28/12/2021,30/12/2021,12/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO047400001_ADJUNTO.pdf 2022CPO047400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO047400001.pdf
TUMBES,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,021-2021-2-0474,MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR,Mejoramiento de los servicios educativos para el incremento de logros de aprendizaje en las áreas de matemáticas y comunicación en las instituciones educativas de primaria y secundaria en la provincia de Contralmirante Villar distrito de Zorritos - provincia de Contralmirante Villar - departamento de Tumbes,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,PENAL ADMINISTRATIVO ENTIDAD,28/12/2021,30/12/2021,12/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO047400002_ADJUNTO.pdf 2022CPO047400002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO047400002.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,026-2021-2-0477,MUNICIPALIDAD DISTRITAL DE MANANTAY,"PAGOS INDEBIDOS DE BENEFICIOS ECONÓMICOS DERIVADOS DE PACTOS COLECTIVOS A FAVOR DE SERVIDORES PÚBLICOS CON CARGO DE CONFIANZA O DE DIRECCIÓN, DEL 2 DE ENERO DE 2015 AL 31 DE DICIEMBRE DE 2018",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL UCAYALI,17,CIVIL ADMINISTRATIVO ENTIDAD,17/11/2021,15/12/2021,19/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO047700001_ADJUNTO.pdf 2022CPO047700001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO047700001.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,028-2021-2-0477,MUNICIPALIDAD DISTRITAL DE CAMPOVERDE,FONDOS DE ENCARGOS INTERNOS OTORGADOS EN LOS AÑOS 2018 Y 2019,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL UCAYALI,27,CIVIL PENAL ADMINISTRATIVO ENTIDAD,28/12/2021,30/12/2021,21/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO047700002_ADJUNTO.pdf 2022CPO047700002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO047700002.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,029-2021-2-0477,MUNICIPALIDAD DISTRITAL DE MASISEA,APROBACIÓN Y PAGOS POR REFRIGERIO Y MOVILIDAD A FUNCIONARIOS Y SERVIDORES PÚBLICOS DERIVADOS DE PACTOS COLECTIVOS,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,10,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,20/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO047700003_ADJUNTO.pdf 2022CPO047700003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO047700003.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,015-2021-2-0624,EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ELECTRICIDAD S. A. - ELECTROSUR S.A.,EJECUCIÓN DEL PROYECTO CREACIÓN LT 66KV LOS HÉROES-ZOFRATACNA-SE YARADA Y SE ZOFRATACNA CENTRO POBLADO DE TACNA-DISTRITO DE TACNA-PROVINCIA DE TACNA-REGIÓN TACNA,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,PENAL ADMINISTRATIVO ENTIDAD,20/12/2021,23/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO062400001_ADJUNTO.pdf 2022CPO062400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO062400001.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,017-2021-2-0624,EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ELECTRICIDAD S. A. - ELECTROSUR S.A.,"CONFORMIDAD Y APROBACIÓN DE SERVICIO DE ELABORACIÓN DE EXPEDIENTE TÉCNICO: AMPLIACIÓN DE LA CAPACIDAD DE LA LÍNEA DE TRANSMISIÓN DE 66KV DE S.E. PARA - S.E. PARQUE INDUSTRIAL, REGIÓN TACNA",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO062400004_ADJUNTO.pdf 2022CPO062400004,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO062400004.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,001-2022-2-0635,OFICINA DE NORMALIZACIÓN PREVISIONAL - ONP,"COMPONENTE MESA DE ADMINISTRACIÓN DE SERVICIOS - NIVEL SLA01 DEL SERVICIO DE GESTIÓN DE SERVICIOS DE TI, MESA DE ADMINISTRACIÓN DE SERVICIOS, EQUIPAMIENTO TECNOLÓGICO MICROINFORMÁTICO E IMPRESIONESY FOTOCOPIADO A DEMANDA - C.P. N° 003-2017-ONP",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,11,CIVIL ADMINISTRATIVO ENTIDAD,07/01/2022,10/01/2022,28/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO063500001_ADJUNTO.pdf 2022CPO063500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO063500001.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,016-2021-2-0640,GERENCIA REGIONAL DE SALUD LA LIBERTAD,"OTORGAMIENTO DE BONIFICACIÓN EXTRAORDINARIA A FAVOR DEL PERSONAL DE LA SALUD Y ADMINISTRATIVO DE LA UNIDAD EJECUTORA DE SALUD PACASMAYO, EN EL MARCO DE LA EMERGENCIA SANITARIA POR COVID-19",EMERGENCIA SANITARIA - COVID 19,MEGAOPERATIVO DE CONTROL REGIONAL LA LIBERTAD,10,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,14/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO064000003_ADJUNTO.pdf 2022CPO064000003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO064000003.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,014-2021-2-0643,ZONA REGISTRAL N° II - SEDE CHICLAYO,"CONTRATO Y EJECUCIÓN DEL SERVICIO DE FOTOCOPIADO, IMPRESIÓN Y ESCANEADO PARA LAS OFICINAS REGISTRALES DE LA ZONA REGISTRAL N° II - SEDE CHICLAYO - PERÍODO 2020",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL LAMBAYEQUE,2,CIVIL PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,04/01/2022,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO064300001_ADJUNTO.pdf 2022CPO064300001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO064300001.pdf
ICA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,014-2021-2-0659,DIRECCIÓN REGIONAL DE SALUD ICA,"CONTRATACIÓN DEL ÍTEM 4 MANDILÓN DESCARTABLE TALLA L, DE LA CONTRATACIÓN DIRECTA N° 07-2020-DIRESA-ICA",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,14/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO065900001_ADJUNTO.pdf 2022CPO065900001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO065900001.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,001-2022-2-0675,DIRECCIÓN REGIONAL DE SALUD CUSCO,ADQUISICIÓN DE AMBULANCIAS PARA EL SAMUE POR CONTRATACIÓN DIRECTA EN EL AÑO 2020,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL ADMINISTRATIVO ENTIDAD,03/01/2022,18/01/2022,28/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO067500001_ADJUNTO.pdf 2022CPO067500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO067500001.pdf
SAN MARTIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,006-2021-2-0697,HOSPITAL II TARAPOTO,"OTORGAMIENTO DE BONIFICACIÓN EXTRAORDINARIA EN EL MARCO DE LA EXISTENCIA DEL COVID 19 A FAVOR DE PERSONAL DE LA SALUD Y ADMINISTRATIVO DE LA OGESS HOSPITAL II-2 TARAPOTO, PERÍODO 16 DE MARZO 2020 AL 15 DE ENERO DE 2021.",EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,28,CIVIL ADMINISTRATIVO ENTIDAD,27/12/2021,30/12/2021,04/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO069700001_ADJUNTO.pdf 2022CPO069700001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO069700001.pdf
SAN MARTIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,007-2021-2-0697,OFICINA DE GESTIÓN DE SERVICIOS DE SALUD ALTO MAYO,OTORGAMIENTO DEL BONO EXTRAORDINARIO A FAVOR DEL PERSONAL ADMINISTRATIVO EN EL MARCO DE LA EXISTENCIA DEL COVID-19,EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,12,CIVIL ADMINISTRATIVO ENTIDAD,28/12/2021,30/12/2021,04/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO069700002_ADJUNTO.pdf 2022CPO069700002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO069700002.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,008-2021-2-0712,UNIDAD DE GESTIÓN EDUCATIVA LOCAL LA MAR - UGEL LA MAR,Pago por sinceramiento de planillas por conceptos remunerativos al personal administrativo de la Unidad de Gestión Educativa Local de la Mar,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL AYACUCHO,9,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,18/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO071200001_ADJUNTO.pdf 2022CPO071200001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO071200001.pdf
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,015-2021-2-0734,UNIDAD DE GESTIÓN EDUCATIVA LOCAL LORETO NAUTA - UGEL LORETO NAUTA,TRANSFERENCIAS ELECTRÓNICOS PARA PAGOS DE HABERES EN LAS PLANILLAS DE ACTIVOS SIN SUSTENTO,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL LORETO,4,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,18/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO073400001_ADJUNTO.pdf 2022CPO073400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO073400001.pdf
PIURA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,005-2021-2-0739,DIRECCIÓN REGIONAL DE EDUCACIÓN PIURA,ASIGNACIÓN ECONÓMICA OTORGADA AL PERSONAL QUE PARTICIPÓ EN LA EJECUCIÓN DE LOS EXÁMENES DE ADMISIÓN DEL INSTITUTO DE EDUCACIÓN SUPERIOR ALMIRANTE MIGUEL GRAU,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PIURA,14,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,17/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO073900002_ADJUNTO.pdf 2022CPO073900002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO073900002.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,018-2021-2-0741,DIRECCIÓN REGIONAL DE EDUCACIÓN PUNO,Ejecución de gastos de los recursos directamente recaudados en el proceso de admisión por la modalidad CEPRE y examen general 2018,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PUNO,6,CIVIL ADMINISTRATIVO ENTIDAD,22/12/2021,30/12/2021,11/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO074100001_ADJUNTO.pdf 2022CPO074100001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO074100001.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,019-2021-2-0741,DIRECCIÓN REGIONAL DE EDUCACIÓN PUNO,"Contratación de servicios de docentes monitores para el programa 1: Gestión de asistencia y retroalimentación a estudiantes de la Región, en el marco de la ejecución del Plan Regional del Programa Presupuestal 0090, durante el periodo 2020",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL PUNO,7,PENAL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO074100002_ADJUNTO.pdf 2022CPO074100002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO074100002.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,010-2021-2-0830,RED DE SALUD CONCHUCOS NORTE,"Pagos irregulares a servidores de la Red de Salud Conchucos Norte, periodo enero a julio 2020",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,PENAL ADMINISTRATIVO ENTIDAD,19/11/2021,01/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO083000001_ADJUNTO.pdf 2022CPO083000001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO083000001.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,011-2021-2-0830,RED DE SALUD CONCHUCOS NORTE,"Entregas económicas por cumplimiento de metas institucionales, indicadores de desempeño y compromisos de mejora de los servicios al personal de salud correspondiente al Año Fiscal 2018",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,7,PENAL ADMINISTRATIVO ENTIDAD,20/12/2021,23/12/2021,19/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO083000004_ADJUNTO.pdf 2022CPO083000004,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO083000004.pdf
APURIMAC,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,002-2021-2-0835,DIRECCIÓN REGIONAL DE SALUD APURÍMAC I,ENTREGAS ECONÓMICAS A PERSONAL DE LA SALUD Y ADMINISTRATIVOS QUE EJERCÍAN FUNCIONES ADMINISTRATIVAS EN LA RED DE SALUD ABANCAY,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL,23/12/2021,30/12/2021,14/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO083500001_ADJUNTO.pdf 2022CPO083500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO083500001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,017-2021-2-0984,DIRECCIÓN REGIONAL DE EDUCACIÓN DE LIMA METROPOLITANA,CONTRATACIÓN DE PERSONAL BAJO LA MODALIDAD CAS PARA LA UNIDAD DE RECURSOS HUMANOS,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,PENAL ADMINISTRATIVO ENTIDAD,23/12/2021,28/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO098400001_ADJUNTO.pdf 2022CPO098400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO098400001.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,038-2021-2-2129,MUNICIPALIDAD DISTRITAL DE JOSÉ LEONARDO ORTIZ,EXONERACIÓN Y REDUCCIÓN DE MULTAS POR REGULARIZACIÓN DE LICENCIAS DE EDIFICACIÓN,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO DE CONTROL REGIONAL LAMBAYEQUE,7,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,04/01/2022,18/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO212900001_ADJUNTO.pdf 2022CPO212900001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO212900001.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,024-2021-2-2137,MUNICIPALIDAD DISTRITAL DE OLMOS,"Procedimiento de contratación pública especial y suscripción de contrato para la ejecución de la obra: Rehabilitación de camino vecinal en el C.P El Puente - caserío Laguna Larga - caserío Pasabar La Granja, distrito de Olmos, provincia Lambayeque, departamento Lambayeque",RECONSTRUCCIÓN CON CAMBIOS,MEGAOPERATIVO DE CONTROL REGIONAL LAMBAYEQUE,4,PENAL ADMINISTRATIVO ENTIDAD,29/12/2021,04/01/2022,07/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO213700001_ADJUNTO.pdf 2022CPO213700001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO213700001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,015-2021-2-2149,MUNICIPALIDAD DISTRITAL DE ANCÓN,Prescripción de Deudas Tributarias por Impuesto Predial y Arbitrios Municipales,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,9,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO214900001_ADJUNTO.pdf 2022CPO214900001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO214900001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,022-2021-2-2152,MUNICIPALIDAD DISTRITAL DE CARABAYLLO,Procedimiento de selección Adjudicación Simplificada n° 020-2019-MDC/Cs y perfeccionamiento del contrato,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,PENAL ADMINISTRATIVO ENTIDAD,16/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO215200001_ADJUNTO.pdf 2022CPO215200001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO215200001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,024-2021-2-2152,MUNICIPALIDAD DISTRITAL DE CARABAYLLO,Procedimiento de Selección Licitación Pública n.° 007-2019-CS/MDC Adquisición de camionetas para la Gerencia de Seguridad Ciudadana de la Municipalidad Distrital de Carabayllo,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,PENAL ADMINISTRATIVO ENTIDAD,23/12/2021,30/12/2021,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO215200002_ADJUNTO.pdf 2022CPO215200002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO215200002.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,002-2022-2-2154,MUNICIPALIDAD DISTRITAL DE CHORRILLOS,"Adquisición de mezcla asfáltica y ejecución de la partida de carpeta asfáltica en caliente, E=2"" c/equipo, correspondiente a la Obra: ""Creación de la vía vehicular y peatonal de la Av. El Sol y Av. 14, desde la Calle Los Jazmines hasta la Av. Mateo Pumacahua, Asentamiento Humano Villa Tacalá, Chorrillos - Lima - Lima""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL PENAL ADMINISTRATIVO ENTIDAD,14/01/2022,17/01/2022,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO215400002_ADJUNTO.pdf 2022CPO215400002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO215400002.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,020-2021-2-2157,MUNICIPALIDAD DISTRITAL DE LURIGANCHO,Pago de Compensación por Tiempo de Servicios a ex funcionarios de la Entidad,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,25/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO215700001_ADJUNTO.pdf 2022CPO215700001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO215700001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,041-2021-2-2165,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO-LIMA,CONTRATACIÓN DE SERVICIOS DE UN ESPECIALISTA CONTABLE Y DE UN INGENIERO AGRÓNOMO POR MONTOS IGUALES O MENORES A 8 UIT,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2021,30/12/2021,10/01/2022,https://s3.amazonaws.com/spic-informes-publicados/informes/2022/01/2022CPO216500001_ADJUNTO.pdf 2022CPO216500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2022/01/2022CPO216500001.pdf
