ruc_proveedor,ruc_nombre,tipo_inscripcion,nombre_comercial,fecha_inscripcion,estado_contribuyente,condicion_contribuyente,direccion,actividades
20550144001,TAMOIN PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,25/10/2012,ACTIVO,HABIDO,AV. JOSE PARDO NRO. 434 INT. 402 (ALT. CUADRA 4 DE AV. JOSE PARDO) LIMA - LIMA - MIRAFLORES,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20550440823,GLOBAL BIOMEDICAL S.R.L.,SOC.COM.RESPONS. LTDA,DROGUERIA GLOBAL BIOMEDICAL,16/11/2012,ACTIVO,HABIDO,CAL.NICOLAS USA MZA. W LOTE. 11 URB. EL PACIFICO (CDRA.31 AV.A DE MAYOLO) LIMA - LIMA - SAN MARTIN DE PORRES,"PRINCIPAL - 4772 - VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS, COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS"
20550520002,ALVAC S.A. - SUCURSAL DEL PERU,SUCURSALES O AG. DE EMP. EXTRANJ.,-,22/11/2012,ACTIVO,HABIDO,PZA.SAN FRANCISCO NRO. 208 LIMA - LIMA - BARRANCO,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20550590639,MASTER GROUP SOLUTIONS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - MASTER GROUP SOLUTIONS S.R.L,SOC.COM.RESPONS. LTDA,MASTER GROUP SOLUTIONS S.R.L.,28/11/2012,ACTIVO,HABIDO,AV. DE LA CULTURA LOTE. B-4 URB. LOS ANDES (FT HOTEL UNION REAL CARRIL SUB 7MO PAR) CUSCO - CUSCO - SAN SEBASTIAN,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20550711363,"AGGREKO INTERNATIONAL PROJECTS LTD, SUCURSAL PERUANA",SUCURSALES O AG. DE EMP. EXTRANJ.,-,06/12/2012,ACTIVO,HABIDO,AV. FELIPE PARDO Y ALIAGA NRO. 675 INT. 201 URB. CHACARILLA-SANTA CRUZ (ALT CDRA 10 CONQUISTADORES) LIMA - LIMA - SAN ISIDRO,PRINCIPAL - 8299 - OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.
20551088201,REPRESENTACIONES TECNICAS LIGERAS ZA E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,RETELZA,08/01/2013,ACTIVO,HABIDO,AV. DANIEL ALCIDES CARRION NRO. S/N DPTO. A2 INT. 104 RES. CONDOMINIO KAMPU (SANTA CLARA ATE-LIMA) LIMA - LIMA - ATE,PRINCIPAL - 3312 - REPARACION DE MAQUINARIA
20551385168,CENTRO DE DIALISIS VIRGEN DEL LOURDES S.A.C.,SOCIEDAD ANONIMA CERRADA,-,29/01/2013,ACTIVO,HABIDO,AV. AV.GRAN CHIMU NRO. 1853 INT. A URB. URB.ZARATE LIMA - LIMA - SAN JUAN DE LURIGANCHO,PRINCIPAL - 8620 - ACTIVIDADES DE MEDICOS Y ODONTOLOGOS
20551648436,INDUSTRIA Y SERVICIOS GENERALES SOLIS S.A.C.,SOCIEDAD ANONIMA CERRADA,-,19/02/2013,ACTIVO,HABIDO,"CAL.INOCENCIA, LA 2 NRO. 431 DPTO. 301 URB. PRO 5TO SECTOR I ETAP LIMA - LIMA - LOS OLIVOS",PRINCIPAL - 2511 - FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL
20551789170,FABEL MEDICA E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,FABEL MEDICA E.I.R.L.,27/02/2013,ACTIVO,HABIDO,JR. CHACO NRO. 2449 INT. 104 URB. PERU (ALTURA CUADRA 24 AV. PERU - 3ER PISO) LIMA - LIMA - SAN MARTIN DE PORRES,"PRINCIPAL - 4772 - VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS, COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS"
20552407874,SSIBLO S.A.C.,SOCIEDAD ANONIMA CERRADA,-,11/04/2013,ACTIVO,HABIDO,CAL.ALFREDO ICAZA CONTRERAS NRO. 161 URB. MARANGA 7 MA ET LIMA - LIMA - SAN MIGUEL,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20552546726,FIRE & SAFETY SAC,SOCIEDAD ANONIMA CERRADA,FIRESAFETY,22/04/2013,ACTIVO,HABIDO,JR. EMILIO ALTHAUS NRO. 401 (JR EMILIO ALTHAUS 401 DPT 401) LIMA - LIMA - LINCE,"PRINCIPAL - 7490 - OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.P."
20552594704,HORNOS Y SERVICIOS FELIX S.A.C.,SOCIEDAD ANONIMA CERRADA,-,25/04/2013,ACTIVO,HABIDO,CAL.H MZA. G9 LOTE. 02 A.H. BOCANEGRA ZONA 5 PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO,"PRINCIPAL - 2815 - FABRICACION DE HORNOS, HOGARES Y QUEMADORES"
20552653999,INDUSTRIA LANH COMPANY S.A.C.,SOCIEDAD ANONIMA CERRADA,INDULAC,29/04/2013,ACTIVO,HABIDO,MZA. C LOTE. 5 ASOC DE INDUSTRIAS UNIDAS (ALTURA DE FABRICA EURO LADRILLOS) LIMA - LIMA - CARABAYLLO,PRINCIPAL - 4649 - VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS
20553061921,NAYALA SERVICIOS S.A.C.,SOCIEDAD ANONIMA CERRADA,N'AYALA SERVICIOS S.A.C,29/05/2013,ACTIVO,HABIDO,CAL.PEDRO NOGUERA NRO. 133 URB. LA MAR (OFICINA 301) LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA),"PRINCIPAL - 4772 - VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS, COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS"
20553161801,R & A GROUP INVERSIONES SOCIEDAD ANONIMA CERRADA - R & A GROUP INVERSIONES S.A.C.,SOCIEDAD ANONIMA CERRADA,-,06/06/2013,ACTIVO,HABIDO,JR. LAS CALENDULAS NRO. 1653 COO. LAS FLORES LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 1410 - FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL"
20553634475,CENTRO DE DIALISIS SAN FRANCISCO S.A.C.,SOCIEDAD ANONIMA CERRADA,-,11/07/2013,ACTIVO,HABIDO,PJ. CLARA JUANA MZA. Z LOTE. 19 URB. LA GRAMA LIMA - LIMA - PUENTE PIEDRA,PRINCIPAL - 8710 - ACTIVIDADES DE ATENCION DE ENFERMERIA EN INSTITUCIONES
20553817804,INTERNATIONAL PROJECT CONSULTING ASSOCIATES S.A.,SOCIEDAD ANONIMA,IPC ASSOCIATES,24/07/2013,ACTIVO,HABIDO,AV. ABEL B DU PETIT THOUARS NRO. 1775 INT. 1001 LIMA - LIMA - LINCE,PRINCIPAL - 9609 - OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.
20553927499,GLOBELEC DEL PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,03/08/2013,ACTIVO,HABIDO,AV. PRIMAVERA NRO. 543 URB. CHACARILLA DEL ESTANQUE (PISO 4) LIMA - LIMA - SAN BORJA,"PRINCIPAL - 3510 - GENERACION, TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
20553984026,CORPORACION DATATECH S.A.C.,SOCIEDAD ANONIMA CERRADA,DATATECH,07/08/2013,ACTIVO,HABIDO,AV. BOLIVIA NRO. 148 URB. CERCADO DE LIMA LIMA - LIMA - LIMA,PRINCIPAL - 6209 - OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS
20554008730,3A SOLUCIONES SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,09/08/2013,ACTIVO,HABIDO,----F. ROOSEVELT NRO. 385 DPTO. 404 CERCADO DE LIMA LIMA - LIMA - LIMA,"PRINCIPAL - 4530 - VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES"
20554107479,CREATIVE SOLUCIONES E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,16/08/2013,ACTIVO,HABIDO,MZA. I2 LOTE. 8 P.J. SAN HILARION ALTO LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 1629 - FABRICACION DE OTROS PRODUCTOS DE MADERA; FABRICACION DE ARTICULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES"
20554364285,LABORATORISTAS CLINICOS ADELAB S.A.C.,SOCIEDAD ANONIMA CERRADA,-,04/09/2013,ACTIVO,HABIDO,JR. SANTA CARMELA NRO. 148 URB. PALAO (PISO 3) LIMA - LIMA - SAN MARTIN DE PORRES,PRINCIPAL - 4649 - VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS
20554454276,LABORATORIOS CLINICOS MULTIPLES S.A.C.,SOCIEDAD ANONIMA CERRADA,-,10/09/2013,ACTIVO,HABIDO,AV. ANTUNEZ DE MAYOLO NRO. 1360 URB. LOS PINARES (ALTURA AV.UNIVERSITARIA Y AV.IZAGUIRRE) LIMA - LIMA - LOS OLIVOS,PRINCIPAL - 8690 - OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA
20555273267,KALLPA M & G E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,KALLPA,07/11/2013,ACTIVO,HABIDO,JR. FELIPE SALAVERRY NRO. 462 INT. 103 LIMA - LIMA - MAGDALENA DEL MAR,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20556020001,VALTEK GROUP S.A.C.,SOCIEDAD ANONIMA CERRADA,VALTEK,08/01/2014,ACTIVO,HABIDO,AV. REPUBLICA DE PANAMA NRO. 6598 INT. REF URB. SAN LUIS (3ER PISO) LIMA - LIMA - BARRANCO,PRINCIPAL - 6190 - OTRAS ACTIVIDADES DE TELECOMUNICACIONES
20556084662,CDA INGENIEROS DEL PERU SAC,SOCIEDAD ANONIMA CERRADA,-,14/01/2014,ACTIVO,HABIDO,AV. TAMBO RIO MZA. G LOTE. 17 INT. B1 FND. CHACRA CERRO (CRUCE AV. CHILLON / AV. TAMBO RIO) LIMA - LIMA - COMAS,"PRINCIPAL - 2710 - FABRICACION DE MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS Y APARATOS DE DISTRIBUCION Y CONTROL DE LA ENERGIA ELECTRICA"
20556349470,MULTIMEDICA TECNOLOGICA S.A.C.,SOCIEDAD ANONIMA CERRADA,MULTITEC SAC,03/02/2014,ACTIVO,HABIDO,AV. EDUARDO DE HABICH NRO. 146 INT. 201 URB. INGENIERIA (TERCER PISO) LIMA - LIMA - SAN MARTIN DE PORRES,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20557078631,BEENDI PERU S.R.L.,SOC.COM.RESPONS. LTDA,-,24/03/2014,ACTIVO,HABIDO,CAL.4 DE ABRIL NRO. 214 URB. ERMITANO LIMA - LIMA - INDEPENDENCIA,PRINCIPAL - 4773 - VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
20557084364,URBANCAD SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,URBANCAD,25/03/2014,ACTIVO,HABIDO,MZA. LL LOTE. 19 URB. KAMA (A UNA CUADRA PARADERO LINEA 36) LIMA - LIMA - SAN MARTIN DE PORRES,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20557547640,CONSTRUCTORA SALLARI S.A.C.,SOCIEDAD ANONIMA CERRADA,-,28/04/2014,ACTIVO,HABIDO,AV. MANCO CAPAC NRO. 205 (2CAS CT BANCO NACION C5P AMARILLO) APURIMAC - ANDAHUAYLAS - TALAVERA,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20557796607,CORPORACION ANDINA BAVIL SOCIEDAD ANONIMA CERRADA - BAVIL S.A.C.,SOCIEDAD ANONIMA CERRADA,-,15/05/2014,ACTIVO,HABIDO,----LUNA PIZARRO NRO. 260 LIMA - LIMA - LA VICTORIA,PRINCIPAL - 4773 - VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
20557809351,SECIN PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,16/05/2014,SUSPENSION TEMPORAL,"NO HABIDO 
		 		
		 		DEBERA DECLARAR EL NUEVO DOMICILIO FISCAL O CONFIRMAR EL SENALADO EN EL RUC. PARA ELLO, DEBERA ACERCARSE A LOS CENTROS DE SERVICIOS AL CONTRIBUYENTE CON LOS DOCUMENTOS QUE SUSTENTEN EL NUEVO DOMICILIO.",CAL.CORONEL INCLAN 235 NRO. 316 LIMA - LIMA - MIRAFLORES,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20557942271,CORPORACION DAYLUM SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,25/10/2018,ACTIVO,HABIDO,CAL.LOS ALAMOS NRO. 495 URB. SEMI RUSTICA CANTO GRANDE LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20558014289,MOLBEC E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,04/12/2012,ACTIVO,HABIDO,CAL.SANTO DOMINGO NRO. 103 INT. 315 URB. CERCADO AREQUIPA - AREQUIPA - AREQUIPA,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20558173832,INGENIERIA & SERVICIOS PUCOM S.A.C - INGESERVIS PUCOM S.A.C.,SOCIEDAD ANONIMA CERRADA,-,05/04/2013,ACTIVO,HABIDO,CAL.LADISLAO ESPINAR NRO. 131 (CTD RESTAURAN AL NATURAL C3P NARANAJA 1P) CUSCO - ESPINAR - ESPINAR,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20558648377,BULENA S.A.C.,SOCIEDAD ANONIMA CERRADA,-,20/11/2013,ACTIVO,HABIDO,MZA. A LOTE. 6 URB. LA CASTRO (COSTADO DE ESEP PEDRO P DIAZ) AREQUIPA - AREQUIPA - JOSE LUIS BUSTAMANTE Y RIVERO,"PRINCIPAL - 4752 - VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS"
20558659221,COMERCIALIZADORA DIFESUR S.A.C.,SOCIEDAD ANONIMA CERRADA,-,27/11/2013,ACTIVO,HABIDO,AV. DOLORES LTE. 5 NRO. 127 (INTERSECCION CON AV. CULTURA) AREQUIPA - AREQUIPA - JOSE LUIS BUSTAMANTE Y RIVERO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20559146057,INVERSIONES LAYKACOTA E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,11/04/2014,ACTIVO,HABIDO,CAL.NUEVA NRO. 214 INT. 99 URB. CERCADO AREQUIPA - AREQUIPA - AREQUIPA,PRINCIPAL - 1811 - IMPRESION
20559331547,PETROLCENTER S.A.C.,SOCIEDAD ANONIMA CERRADA,-,04/09/2014,ACTIVO,HABIDO,CAL.PRIMAVERA MZA. O LOTE. 4 URB. LEONCIO PRADO (GOBIERNO REGIONAL) AREQUIPA - AREQUIPA - PAUCARPATA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20559667294,DISTRIBUCION Y VENTA ESPECIALIZADA EN INGENIERIA S.A.C.,SOCIEDAD ANONIMA CERRADA,DIVEI S.A.C.,02/09/2013,ACTIVO,HABIDO,AV. DEL EJERCITO 1192-A NRO. . URB. EL MOLINO (FRENTE A CLINICA SAN LUIS) LA LIBERTAD - TRUJILLO - TRUJILLO,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20561208311,INVERSIONES FB-LUANA S.R.L.,SOC.COM.RESPONS. LTDA,-,20/03/2014,ACTIVO,HABIDO,CAL.CRISTOBAL COLON NRO. 402 INT. 1 CERCADO LAMBAYEQUE - CHICLAYO - SANTA ROSA,PRINCIPAL - 8411 - ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL
20562953991,ANALYTICAL SERVICE PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,23/06/2014,ACTIVO,HABIDO,PQ. ALBERTI NRO. 123 LIMA - LIMA - JESUS MARIA,"PRINCIPAL - 7490 - OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.P."
20562958364,FRINOX SERVICE E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,23/06/2014,ACTIVO,HABIDO,AV. AV. CENTRAL ESTACION BAYOVAR MZA. B-5 A.H. AA.HH HERALDOS Y MAGNOLIAS LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 4653 - VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS"
20563105250,INDUMETALICAS PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,03/07/2014,ACTIVO,HABIDO,AV. TAMBO RIO LOTE. 16 E FND. CHACRA CERRO ZNA G (SUBLT 16-E1-2 CDRAS AUTOPISTA TRAPICHE) LIMA - LIMA - COMAS,PRINCIPAL - 2432 - FUNDICION DE METALES NO FERROSOS
20563502178,GRUPO DE DESARROLLO TELECOMUNICACIONES S.A.C.,SOCIEDAD ANONIMA CERRADA,GDTEL,05/08/2014,ACTIVO,HABIDO,JR. CANTA NRO. 141 URB. SAN FELIPE LIMA - LIMA - COMAS,PRINCIPAL - 6190 - OTRAS ACTIVIDADES DE TELECOMUNICACIONES
20563801833,CORPORACION FERRETERA LA MINITA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-CORPORACION FERRETERA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,22/01/2013,ACTIVO,HABIDO,AV. FRANCISCA ZUBIAGA NRO. 313 (FT BANCO NACION C3P NARANJA 1ER PISO) CUSCO - LA CONVENCION - SANTA ANA,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20563804778,INVERSIONES M.D.F.E. EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,24/01/2013,ACTIVO,HABIDO,"AV. JOHAN WIESSE NRO. S/N KITENI (EN HOSTAL IMPERIAL,4PISOS CREMA) CUSCO - LA CONVENCION - ECHARATE",PRINCIPAL - 7710 - ALQUILER Y ARRENDAMIENTO DE VEHICULOS AUTOMOTORES
20563806983,DISTRIBUCIONES GENERALES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-DISGER E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,25/01/2013,ACTIVO,HABIDO,AV. EDGAR DE LA TORRE NRO. SN URB. 4 DE NOVIEMBRE (1CDR GRIF QUILLABAMBA C1P CL CELESTE) CUSCO - LA CONVENCION - SANTA ANA,"PRINCIPAL - 4530 - VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES"
20563808846,XPERTOS SOCIEDAD ANONIMA CERRADA - XPERTOS S.A.C.,SOCIEDAD ANONIMA CERRADA,-,29/01/2013,ACTIVO,HABIDO,AV. RAFAEL AGUILAR PAEZ MZA. E LOTE. 13 URB. MARCAVALLE (A MEDIA CUADRA PLAZUELA MARCAVALLE) CUSCO - CUSCO - WANCHAQ,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20563819538,AMBROSSIA S.A.C.,SOCIEDAD ANONIMA CERRADA,I. S. DE ALTA COCINA AMBROSSIA,05/02/2013,ACTIVO,"NO HABIDO 
		 		
		 		DEBERA DECLARAR EL NUEVO DOMICILIO FISCAL O CONFIRMAR EL SENALADO EN EL RUC. PARA ELLO, DEBERA ACERCARSE A LOS CENTROS DE SERVICIOS AL CONTRIBUYENTE CON LOS DOCUMENTOS QUE SUSTENTEN EL NUEVO DOMICILIO.",AV. INFANCIA NRO. 410 (FRENTE AL SUB CAFAE CUSCO) CUSCO - CUSCO - WANCHAQ,PRINCIPAL - 8522 - ENSENANZA SECUNDARIA DE FORMACION TECNICA Y PROFESIONAL
20563821516,GRUPO A Y C SOLUCIONES SOCIEDAD ANONIMA CERRADA - GRUPO A Y C SOLUCIONES S.A.C.,SOCIEDAD ANONIMA CERRADA,-,07/02/2013,ACTIVO,HABIDO,AV. 0 4 NRO. 1082 URB. LOS VERSALLES (LA RAPA POR CIRCUNVALACION NORTE) CUSCO - CUSCO - SAN JERONIMO,"PRINCIPAL - 0810 - EXTRACCION DE PIEDRA, ARENA Y ARCILLA"
20563834685,DRIEL CONTRATISTA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-DRIEL CONTRATISTA E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,18/02/2013,ACTIVO,HABIDO,AV. INDEPENDENCIA NRO. S/N LLUSCO (A 30 MET MUNICIPIO PREG. EFRAIN ALVARO M) CUSCO - CHUMBIVILCAS - LLUSCO,PRINCIPAL - 4210 - CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL
20563841975,MELLCESCCA DISTRIBUIDORA DE ALIMENTOS E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,21/02/2013,ACTIVO,HABIDO,NRO. 2012 DPTO. 601 URB. MAGISTERIALL 1ERA ETAPA (COND LAS TURQUESAS COSTADO CAPRICHOS) CUSCO - CUSCO - CUSCO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20563842602,INVERSIONES SEDIMAC EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-INVERSIONES SEDIMAC E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,27/09/2017,ACTIVO,HABIDO,CAL.SAN MARTIN NRO. 118 INT. 2 URB. SAN SEBASTIAN CUSCO - CUSCO - SAN SEBASTIAN,PRINCIPAL - 2511 - FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL
20563849445,SINFP E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,25/02/2013,ACTIVO,HABIDO,"AV. ALTA NRO. 491 (30MT DE JARDIN 087, C2P ADOBE CREMA) CUSCO - CUSCO - CUSCO",PRINCIPAL - 6202 - CONSULTORIA DE INFORMATICA Y GESTION DE INSTALACIONES INFORMATICAS
20563850451,CUSCO QUALITY SERVICES E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,26/02/2013,ACTIVO,HABIDO,"MZA. F-5 LOTE. 5 URB. LARAPA GRANDE (A MEDIA CUADRA PARQ D LARAPA,CASA 2PISOS) CUSCO - CUSCO - SAN JERONIMO","PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20563859599,GRUPO SERRANO QUINTANILLA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA-GRUPO SQ S.R.L.,SOC.COM.RESPONS. LTDA,-,04/03/2013,ACTIVO,HABIDO,TRO.PARCELA 3 ZONA II NRO. S/N APV. SANTA BARBARA (FINAL PAR MIRADOR POSTE 17784 ED 3PISO) CUSCO - CUSCO - SAYLLA,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20563862468,TECHNOLOGY INNOVATION & COMMUNICATION SOLUTIONS SOCIEDAD ANONIMA CERRADA-TIC SOLUTIONS S.A.C.,SOCIEDAD ANONIMA CERRADA,-,06/03/2013,ACTIVO,HABIDO,AV. DE LA CULTURA NRO. 3081 DPTO. 101 CONDOMINIO SAN LORENZO (LT.7B PSJ. CONDOMINIO INGENIERIA II) CUSCO - CUSCO - CUSCO,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20563862972,CORPORACION RIMAK E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,CORPORACION RIMAK E.I.R.L.,07/03/2013,ACTIVO,HABIDO,OTR.1RA ETAPA NRO. 13-C URB. MARISCAL GAMARRA (FRENTE A AMAUTA) CUSCO - CUSCO - CUSCO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20563863782,PROVEEDORA DE MADERA GRAN AMANECER SOCIEDAD ANONIMA CERRADA-PROMAGRAA S.A.C.,SOCIEDAD ANONIMA CERRADA,-,07/03/2013,ACTIVO,HABIDO,"AV. REPUBLICA DE PERU MZA. K LOTE. 11 (URB PARQUE INDUSTRIAL,PTA CELESTE) CUSCO - CUSCO - WANCHAQ",PRINCIPAL - 1610 - ASERRADO Y ACEPILLADURA DE MADERA
20563876680,PROVEEDORES N Y K EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,15/03/2013,ACTIVO,HABIDO,"JR. SABAS ZARASOLA NRO. 689 (COSTADO FRIFO PILOTO,CASA AZUL 2P) CUSCO - LA CONVENCION - SANTA ANA",PRINCIPAL - 4789 - VENTA AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y MERCADOS
20563881411,ASOCIACION RURAL VIAL LOS MILAGROS DEL CIELO,ASOCIACION,-,20/03/2013,ACTIVO,HABIDO,NRO. SN BARRIO LA VICTORIA (A 70 M DE GRIFO JAEN SR. ESTEBAN CRUZ) CUSCO - ESPINAR - ESPINAR,PRINCIPAL - 4922 - OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE
20563881845,CONSULTORES MADEREINQS E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,20/03/2013,ACTIVO,HABIDO,JR. QUILLABAMBA NRO. S/N (FAMILIA QUISPE EN PLAZA DE ARMAS) CUSCO - LA CONVENCION - QUELLOUNO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
